model_name,distribution,split,nll,market_mean_bucket_brier,market_log_loss,coverage_80,coverage_90,pricing_seconds
ngboost_normal_current36,normal,validation,1.2863447155885703,0.07779250661486435,0.8981449664108205,0.8415300546448088,0.9112021857923497,10.84
ngboost_normal_current36,normal,test,1.5961383148239956,0.08649341179847987,1.0213375636490547,0.7518976897689769,0.862046204620462,14.957
ngboost_laplace_current36,laplace,validation,1.1345578278725805,0.07857659046499389,0.912680056326167,0.8443761384335154,0.9288479052823315,11.932
ngboost_laplace_current36,laplace,test,1.3839255251967608,0.08754203093130514,1.0087538861538095,0.781930693069307,0.8977722772277228,16.503
