split,model,bucket_schema,bucket,bin_lower,bin_upper,count,mean_predicted_probability,empirical_frequency,calibration_gap
test,empirical_baseline_day9,day9_forecast_error_intervals,"(-3, -1]",0.4,0.5,96,0.40270270270270275,0.25,0.15270270270270275
test,empirical_baseline_day9,day9_forecast_error_intervals,"(-3, -1]",0.5,0.6000000000000001,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(-3, -1]",0.6000000000000001,0.7000000000000001,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(-3, -1]",0.7000000000000001,0.8,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(-3, -1]",0.8,0.9,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(-3, -1]",0.9,1.0,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(-1, 1]",0.0,0.1,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(-1, 1]",0.1,0.2,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(-1, 1]",0.2,0.30000000000000004,2832,0.2570316078790655,0.3389830508474576,-0.08195144296839213
test,empirical_baseline_day9,day9_forecast_error_intervals,"(-1, 1]",0.30000000000000004,0.4,6648,0.34457932953332976,0.27075812274368233,0.07382120678964743
test,empirical_baseline_day9,day9_forecast_error_intervals,"(-1, 1]",0.4,0.5,2640,0.43866053737021476,0.17272727272727273,0.26593326464294204
test,empirical_baseline_day9,day9_forecast_error_intervals,"(-1, 1]",0.5,0.6000000000000001,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(-1, 1]",0.6000000000000001,0.7000000000000001,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(-1, 1]",0.7000000000000001,0.8,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(-1, 1]",0.8,0.9,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(-1, 1]",0.9,1.0,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(1, 3]",0.0,0.1,3816,0.09096302632516871,0.07547169811320754,0.01549132821196117
test,empirical_baseline_day9,day9_forecast_error_intervals,"(1, 3]",0.1,0.2,7608,0.12535421347876824,0.1640378548895899,-0.03868364141082167
test,empirical_baseline_day9,day9_forecast_error_intervals,"(1, 3]",0.2,0.30000000000000004,696,0.21062441752096922,0.3793103448275862,-0.16868592730661697
test,empirical_baseline_day9,day9_forecast_error_intervals,"(1, 3]",0.30000000000000004,0.4,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(1, 3]",0.4,0.5,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(1, 3]",0.5,0.6000000000000001,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(1, 3]",0.6000000000000001,0.7000000000000001,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(1, 3]",0.7000000000000001,0.8,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(1, 3]",0.8,0.9,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(1, 3]",0.9,1.0,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(3, inf)",0.0,0.1,12120,0.04762833737602174,0.047524752475247525,0.00010358490077421595
test,empirical_baseline_day9,day9_forecast_error_intervals,"(3, inf)",0.1,0.2,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(3, inf)",0.2,0.30000000000000004,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(3, inf)",0.30000000000000004,0.4,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(3, inf)",0.4,0.5,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(3, inf)",0.5,0.6000000000000001,0,,,
test,empirical_baseline_day9,day9_forecast_error_intervals,"(3, inf)",0.6000000000000001,0.7000000000000001,0,,,
