row_id,split,date,timestamp,prediction_time,prediction_timestamp,location,forecast_high,actual_high,forecast_horizon_hours,forecast_error,mu,sigma,nll,distribution_type,sigma_scale
24,validation,2024-01-02,2024-01-02 02:00:00,2024-01-02 02:00:00,2024-01-02 02:00:00,NYC,43.069978027343794,42.0,13.0,-1.0699780273,0.6956149626351479,2.268318357185967,2.0409079034773656,normal,1.0
25,validation,2024-01-02,2024-01-02 03:00:00,2024-01-02 03:00:00,2024-01-02 03:00:00,NYC,43.069978027343794,42.0,12.0,-1.0699780273,0.7375617052656771,2.250427936147076,2.052622622628379,normal,1.0
26,validation,2024-01-02,2024-01-02 04:00:00,2024-01-02 04:00:00,2024-01-02 04:00:00,NYC,43.069978027343794,42.0,11.0,-1.0699780273,0.833741735465531,2.24765377763929,2.087513740982435,normal,1.0
27,validation,2024-01-02,2024-01-02 05:00:00,2024-01-02 05:00:00,2024-01-02 05:00:00,NYC,43.069978027343794,42.0,10.0,-1.0699780273,0.8458461701900375,2.2096933869601223,2.087644659622283,normal,1.0
28,validation,2024-01-02,2024-01-02 06:00:00,2024-01-02 06:00:00,2024-01-02 06:00:00,NYC,43.069978027343794,42.0,9.0,-1.0699780273,0.7736984698722975,2.2096933869601223,2.059869367548166,normal,1.0
29,validation,2024-01-02,2024-01-02 07:00:00,2024-01-02 07:00:00,2024-01-02 07:00:00,NYC,43.069978027343794,42.0,8.0,-1.0699780273,0.4742669604677905,2.182619271113522,1.9497558813496485,normal,1.0
30,validation,2024-01-02,2024-01-02 08:00:00,2024-01-02 08:00:00,2024-01-02 08:00:00,NYC,43.069978027343794,42.0,7.0,-1.0699780273,0.2660264010619892,2.1672868351190715,1.8824143551996944,normal,1.0
31,validation,2024-01-02,2024-01-02 09:00:00,2024-01-02 09:00:00,2024-01-02 09:00:00,NYC,43.069978027343794,42.0,6.0,-1.0699780273,0.3170826071384101,2.166215508617414,1.896921926340378,normal,1.0
32,validation,2024-01-02,2024-01-02 10:00:00,2024-01-02 10:00:00,2024-01-02 10:00:00,NYC,43.069978027343794,42.0,5.0,-1.0699780273,0.48230093087011905,2.0602134280378928,1.925595645762866,normal,1.0
33,validation,2024-01-02,2024-01-02 11:00:00,2024-01-02 11:00:00,2024-01-02 11:00:00,NYC,43.069978027343794,42.0,4.0,-1.0699780273,0.17754978543832442,2.025380014911474,1.8143915562512483,normal,1.0
34,validation,2024-01-02,2024-01-02 12:00:00,2024-01-02 12:00:00,2024-01-02 12:00:00,NYC,43.069978027343794,42.0,3.0,-1.0699780273,0.7772303603192252,2.005104814353183,2.0389882128836154,normal,1.0
35,validation,2024-01-02,2024-01-02 13:00:00,2024-01-02 13:00:00,2024-01-02 13:00:00,NYC,43.069978027343794,42.0,2.0,-1.0699780273,-0.33379834182016693,1.7332008130084273,1.5591153414329975,normal,1.0
36,validation,2024-01-02,2024-01-02 14:00:00,2024-01-02 14:00:00,2024-01-02 14:00:00,NYC,43.069978027343794,42.0,1.0,-1.0699780273,-0.37682816506546385,1.136971037712018,1.2331404068612408,normal,1.0
37,validation,2024-01-02,2024-01-02 15:00:00,2024-01-02 15:00:00,2024-01-02 15:00:00,NYC,43.069978027343794,42.0,0.0,-1.0699780273,0.16757988152944667,0.9171370277312757,1.7428409001953535,normal,1.0
38,validation,2024-01-02,2024-01-02 16:00:00,2024-01-02 16:00:00,2024-01-02 16:00:00,NYC,43.069978027343794,42.0,-1.0,-1.0699780273,0.01194885116257447,0.865465471331052,1.5558380057583021,normal,1.0
39,validation,2024-01-02,2024-01-02 17:00:00,2024-01-02 17:00:00,2024-01-02 17:00:00,NYC,43.069978027343794,42.0,-2.0,-1.0699780273,-0.11041707348100475,0.8470453673666074,1.3945928250635102,normal,1.0
40,validation,2024-01-02,2024-01-02 18:00:00,2024-01-02 18:00:00,2024-01-02 18:00:00,NYC,43.069978027343794,42.0,-3.0,-1.0699780273,-0.07819326096597899,0.8535158119068664,1.435668495720587,normal,1.0
41,validation,2024-01-02,2024-01-02 19:00:00,2024-01-02 19:00:00,2024-01-02 19:00:00,NYC,43.069978027343794,42.0,-4.0,-1.0699780273,-0.05952683597448984,0.8531141194079659,1.4615099521719501,normal,1.0
42,validation,2024-01-02,2024-01-02 20:00:00,2024-01-02 20:00:00,2024-01-02 20:00:00,NYC,43.069978027343794,42.0,-5.0,-1.0699780273,-0.08029472320162907,0.8531141194079659,1.4329730214046112,normal,1.0
43,validation,2024-01-02,2024-01-02 21:00:00,2024-01-02 21:00:00,2024-01-02 21:00:00,NYC,43.069978027343794,42.0,-6.0,-1.0699780273,-0.13708588592966905,0.8462162213908042,1.3596314990431557,normal,1.0
44,validation,2024-01-02,2024-01-02 22:00:00,2024-01-02 22:00:00,2024-01-02 22:00:00,NYC,43.069978027343794,42.0,-7.0,-1.0699780273,-0.16933343741020468,0.8442047906388748,1.3186687745056633,normal,1.0
45,validation,2024-01-02,2024-01-02 23:00:00,2024-01-02 23:00:00,2024-01-02 23:00:00,NYC,43.069978027343794,42.0,-8.0,-1.0699780273,-0.15422476956138778,0.8004229594725092,1.3507907235472567,normal,1.0
46,validation,2024-01-03,2024-01-03 01:00:00,2024-01-03 01:00:00,2024-01-03 01:00:00,NYC,45.94998901367192,43.0,14.0,-2.9499890137,0.870807569029459,2.4401549323057843,3.036866164108815,normal,1.0
47,validation,2024-01-03,2024-01-03 02:00:00,2024-01-03 02:00:00,2024-01-03 02:00:00,NYC,45.94998901367192,43.0,13.0,-2.9499890137,0.7939133387165684,2.4646037455273806,2.97475439902082,normal,1.0
48,validation,2024-01-03,2024-01-03 03:00:00,2024-01-03 03:00:00,2024-01-03 03:00:00,NYC,45.94998901367192,43.0,12.0,-2.9499890137,0.7196802048748825,2.418448796845909,2.9532629330706492,normal,1.0
49,validation,2024-01-03,2024-01-03 04:00:00,2024-01-03 04:00:00,2024-01-03 04:00:00,NYC,45.94998901367192,43.0,11.0,-2.9499890137,0.8321718217242486,2.4147213624161443,3.0271591016842554,normal,1.0
50,validation,2024-01-03,2024-01-03 05:00:00,2024-01-03 05:00:00,2024-01-03 05:00:00,NYC,45.94998901367192,43.0,10.0,-2.9499890137,0.8018065365158767,2.388182664815759,3.023465789884935,normal,1.0
51,validation,2024-01-03,2024-01-03 06:00:00,2024-01-03 06:00:00,2024-01-03 06:00:00,NYC,45.94998901367192,43.0,9.0,-2.9499890137,0.9027823778521142,2.4276744307710683,3.0651908469053883,normal,1.0
52,validation,2024-01-03,2024-01-03 07:00:00,2024-01-03 07:00:00,2024-01-03 07:00:00,NYC,45.94998901367192,43.0,8.0,-2.9499890137,0.8740440211208866,2.420670268020075,3.05077444855096,normal,1.0
53,validation,2024-01-03,2024-01-03 08:00:00,2024-01-03 08:00:00,2024-01-03 08:00:00,NYC,45.04998901367192,43.0,7.0,-2.0499890137,0.8682916311864822,2.4106205344191993,2.531590587339315,normal,1.0
54,validation,2024-01-03,2024-01-03 09:00:00,2024-01-03 09:00:00,2024-01-03 09:00:00,NYC,45.04998901367192,43.0,6.0,-2.0499890137,0.8333495561317321,2.4084579300291167,2.51453569754612,normal,1.0
55,validation,2024-01-03,2024-01-03 10:00:00,2024-01-03 10:00:00,2024-01-03 10:00:00,NYC,45.04998901367192,43.0,5.0,-2.0499890137,0.6773337976874585,2.3457669954909677,2.4474368035569025,normal,1.0
56,validation,2024-01-03,2024-01-03 11:00:00,2024-01-03 11:00:00,2024-01-03 11:00:00,NYC,45.04998901367192,43.0,4.0,-2.0499890137,0.8471558042946203,2.1632096549499797,2.5873679239191665,normal,1.0
57,validation,2024-01-03,2024-01-03 12:00:00,2024-01-03 12:00:00,2024-01-03 12:00:00,NYC,45.04998901367192,43.0,3.0,-2.0499890137,0.3706306263723301,2.0597054844993834,2.3320797280880896,normal,1.0
58,validation,2024-01-03,2024-01-03 13:00:00,2024-01-03 13:00:00,2024-01-03 13:00:00,NYC,45.04998901367192,43.0,2.0,-2.0499890137,0.16885465692638432,1.5676425368144933,2.3701922237828095,normal,1.0
59,validation,2024-01-03,2024-01-03 14:00:00,2024-01-03 14:00:00,2024-01-03 14:00:00,NYC,45.04998901367192,43.0,1.0,-2.0499890137,-0.8509389833353721,1.1611915713467234,1.6015198213768544,normal,1.0
60,validation,2024-01-03,2024-01-03 15:00:00,2024-01-03 15:00:00,2024-01-03 15:00:00,NYC,45.04998901367192,43.0,0.0,-2.0499890137,-1.128090827975411,1.0421447195317741,1.3514923352227544,normal,1.0
61,validation,2024-01-03,2024-01-03 16:00:00,2024-01-03 16:00:00,2024-01-03 16:00:00,NYC,45.04998901367192,43.0,-1.0,-2.0499890137,-1.1953114403538756,0.9856186436043897,1.2804258869503888,normal,1.0
62,validation,2024-01-03,2024-01-03 17:00:00,2024-01-03 17:00:00,2024-01-03 17:00:00,NYC,45.04998901367192,43.0,-2.0,-2.0499890137,-1.2062172087582381,0.9755248599625841,1.2682206815974957,normal,1.0
63,validation,2024-01-03,2024-01-03 18:00:00,2024-01-03 18:00:00,2024-01-03 18:00:00,NYC,45.04998901367192,43.0,-3.0,-2.0499890137,-1.1867510317188443,0.9755248599625841,1.2856793051895734,normal,1.0
64,validation,2024-01-03,2024-01-03 19:00:00,2024-01-03 19:00:00,2024-01-03 19:00:00,NYC,45.04998901367192,43.0,-4.0,-2.0499890137,-1.1998648730403705,0.9657609013986367,1.2715315217190877,normal,1.0
65,validation,2024-01-03,2024-01-03 20:00:00,2024-01-03 20:00:00,2024-01-03 20:00:00,NYC,45.04998901367192,43.0,-5.0,-2.0499890137,-1.1401654835840163,0.9657609013986367,1.3278564193019236,normal,1.0
66,validation,2024-01-03,2024-01-03 21:00:00,2024-01-03 21:00:00,2024-01-03 21:00:00,NYC,45.04998901367192,43.0,-6.0,-2.0499890137,-1.109975119747869,0.9672341582557724,1.3578774932772342,normal,1.0
67,validation,2024-01-03,2024-01-03 22:00:00,2024-01-03 22:00:00,2024-01-03 22:00:00,NYC,45.04998901367192,43.0,-7.0,-2.0499890137,-1.1503780028218116,0.8841313753712805,1.3134504886439842,normal,1.0
68,validation,2024-01-03,2024-01-03 23:00:00,2024-01-03 23:00:00,2024-01-03 23:00:00,NYC,45.04998901367192,43.0,-8.0,-2.0499890137,-1.2027483161880572,0.8317403938509771,1.2535132573423586,normal,1.0
69,validation,2024-01-04,2024-01-04 01:00:00,2024-01-04 01:00:00,2024-01-04 01:00:00,NYC,43.96997802734379,45.0,14.0,1.0300219727,0.426541870552739,2.6818777469988775,1.9307730676776718,normal,1.0
70,validation,2024-01-04,2024-01-04 02:00:00,2024-01-04 02:00:00,2024-01-04 02:00:00,NYC,43.96997802734379,45.0,13.0,1.0300219727,0.4437003156246754,2.6818777469988775,1.9293538644623816,normal,1.0
71,validation,2024-01-04,2024-01-04 03:00:00,2024-01-04 03:00:00,2024-01-04 03:00:00,NYC,43.96997802734379,45.0,12.0,1.0300219727,0.4742785435000146,2.6818777469988775,1.9269261633420232,normal,1.0
72,validation,2024-01-04,2024-01-04 04:00:00,2024-01-04 04:00:00,2024-01-04 04:00:00,NYC,43.96997802734379,45.0,11.0,1.0300219727,0.49016522342549257,2.649538242526434,1.9140819664402935,normal,1.0
