split,method,bucket,prob_bin,mean_predicted_probability,empirical_frequency,count,calibration_error,bin_lower,bin_upper
test,global_sigma_scaled,market_bucket_2,0.1-0.2,0.14902592087034144,0.07351077313054499,789,-0.07551514773979645,0.1,0.2
test,global_sigma_scaled,market_bucket_2,0.2-0.3,0.25143226693609727,0.21450459652706844,979,-0.036927670409028834,0.2,0.30000000000000004
test,global_sigma_scaled,market_bucket_2,0.3-0.4,0.3499414782114216,0.21268163804491413,757,-0.13725984016650744,0.30000000000000004,0.4
test,global_sigma_scaled,market_bucket_2,0.4-0.5,0.4647813451599006,0.30072904009720536,1646,-0.16405230506269525,0.4,0.5
test,global_sigma_scaled,market_bucket_2,0.5-0.6,0.5434610202437169,0.34450784593437944,2804,-0.19895317430933745,0.5,0.6000000000000001
test,global_sigma_scaled,market_bucket_2,0.6-0.7,0.648147928188331,0.42401960784313725,408,-0.22412832034519375,0.6000000000000001,0.7000000000000001
test,global_sigma_scaled,market_bucket_2,0.7-0.8,0.7449914196941299,0.7286821705426356,387,-0.01630924915149423,0.7000000000000001,0.8
test,global_sigma_scaled,market_bucket_2,0.8-0.9,0.852333933361945,0.8107142857142857,280,-0.04161964764765924,0.8,0.9
test,global_sigma_scaled,market_bucket_2,0.9-1.0,0.9802507620160835,0.9739442946990117,1113,-0.006306467317071851,0.9,1.0
test,global_sigma_scaled,market_bucket_3,0.0-0.1,0.030473117136808746,0.04096066008545749,6787,0.010487542948648745,0.0,0.1
test,global_sigma_scaled,market_bucket_3,0.1-0.2,0.14646224630228236,0.19870967741935483,3100,0.052247431117072474,0.1,0.2
test,global_sigma_scaled,market_bucket_3,0.2-0.3,0.23231223283835623,0.23460410557184752,1023,0.002291872733491296,0.2,0.30000000000000004
test,global_sigma_scaled,market_bucket_3,0.3-0.4,0.353125410278246,0.43946188340807174,223,0.08633647312982573,0.30000000000000004,0.4
test,global_sigma_scaled,market_bucket_3,0.4-0.5,0.4456818860182272,0.6595744680851063,141,0.2138925820668791,0.4,0.5
test,global_sigma_scaled,market_bucket_3,0.5-0.6,0.5475682166842615,0.6229508196721312,122,0.0753826029878697,0.5,0.6000000000000001
test,global_sigma_scaled,market_bucket_3,0.6-0.7,0.6534079730044824,0.8373983739837398,123,0.18399040097925745,0.6000000000000001,0.7000000000000001
test,global_sigma_scaled,market_bucket_3,0.7-0.8,0.745758624820593,0.888,125,0.14224137517940705,0.7000000000000001,0.8
test,global_sigma_scaled,market_bucket_3,0.8-0.9,0.8592530303072711,0.9803921568627451,102,0.12113912655547399,0.8,0.9
test,global_sigma_scaled,market_bucket_3,0.9-1.0,0.9660690383718887,0.9973262032085561,374,0.031257164836667406,0.9,1.0
test,global_sigma_scaled,market_bucket_4,0.0-0.1,0.01589931886795135,0.03327495621716287,11420,0.017375637349211524,0.0,0.1
test,global_sigma_scaled,market_bucket_4,0.1-0.2,0.14308604763448823,0.11764705882352941,102,-0.025438988810958824,0.1,0.2
test,global_sigma_scaled,market_bucket_4,0.2-0.3,0.24924441022627924,0.09230769230769231,65,-0.15693671791858693,0.2,0.30000000000000004
test,global_sigma_scaled,market_bucket_4,0.3-0.4,0.35810966934444044,0.13157894736842105,76,-0.2265307219760194,0.30000000000000004,0.4
test,global_sigma_scaled,market_bucket_4,0.4-0.5,0.4435419780955615,0.4246575342465753,73,-0.018884443848986188,0.4,0.5
test,global_sigma_scaled,market_bucket_4,0.5-0.6,0.5549972045250704,0.5192307692307693,52,-0.035766435294301124,0.5,0.6000000000000001
test,global_sigma_scaled,market_bucket_4,0.6-0.7,0.6578412397122801,0.34177215189873417,79,-0.316069087813546,0.6000000000000001,0.7000000000000001
test,global_sigma_scaled,market_bucket_4,0.7-0.8,0.7512227435044736,0.7142857142857143,63,-0.0369370292187593,0.7000000000000001,0.8
test,global_sigma_scaled,market_bucket_4,0.8-0.9,0.8427797245725176,0.9166666666666666,84,0.07388694209414903,0.8,0.9
test,global_sigma_scaled,market_bucket_4,0.9-1.0,0.950145877372365,0.9905660377358491,106,0.04042016036348406,0.9,1.0
test,global_sigma_scaled,market_bucket_5,0.0-0.1,0.00436191176341223,0.010238335011748909,11916,0.005876423248336679,0.0,0.1
test,global_sigma_scaled,market_bucket_5,0.1-0.2,0.14627902982522206,0.3375,80,0.19122097017477796,0.1,0.2
test,global_sigma_scaled,market_bucket_5,0.2-0.3,0.24427205050446144,0.6867469879518072,83,0.4424749374473458,0.2,0.30000000000000004
test,global_sigma_scaled,market_bucket_5,0.3-0.4,0.3496748159926056,0.8235294117647058,34,0.47385459577210026,0.30000000000000004,0.4
test,global_sigma_scaled,market_bucket_5,0.4-0.5,0.42464258766472535,0.8571428571428571,7,0.43250026947813175,0.4,0.5
test,global_sigma_scaled,market_bucket_5,0.5-0.6,,,0,,0.5,0.6000000000000001
test,global_sigma_scaled,market_bucket_5,0.6-0.7,,,0,,0.6000000000000001,0.7000000000000001
test,global_sigma_scaled,market_bucket_5,0.7-0.8,,,0,,0.7000000000000001,0.8
test,global_sigma_scaled,market_bucket_5,0.8-0.9,,,0,,0.8,0.9
test,global_sigma_scaled,market_bucket_5,0.9-1.0,,,0,,0.9,1.0
