evaluated_at,event_ticker,target_date,settlement_status,probability_mode,settlement_trading_allowed,settlement_reason,prediction_time,current_temp,current_temp_time,observed_high,observed_high_time,minutes_since_observed_high,current_temp_drop_from_high,forecast_remaining_high,forecast_remaining_high_time,daily_forecast_high,verified_high,verified_high_time,weather_no_trade_reasons
2026-09-01T18:16:09.256353,KXHIGHNY-26SEP01,2026-09-01,POST_PEAK_NO_TRADE,diagnostic_no_trade,False,unverified_observed_high_window,2026-09-01T18:16:09.256353,77.0,2026-09-01T17:51:00,80.96,,145.15427255,3.9599999999999937,77.0,2026-09-01T19:00:00,80.0,,,unverified_observed_high_window
