fetched_at,ticker,outcome_side,quote_type,price_dollars,size_contracts,level,cumulative_size,source_book_side
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,NO,bid,0.97,969.0,3,19911.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,NO,bid,0.96,411.0,4,20322.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,NO,bid,0.95,103.0,5,20425.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,NO,bid,0.94,311.0,6,20736.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,NO,bid,0.93,87.0,7,20823.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,NO,bid,0.92,50.0,8,20873.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,NO,bid,0.91,53.0,9,20926.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,NO,bid,0.85,57.0,10,20983.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,NO,bid,0.75,28.0,11,21011.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,NO,bid,0.7,1.0,12,21012.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,NO,bid,0.66,30.0,13,21042.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,NO,bid,0.5,10.0,14,21052.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,NO,bid,0.45,14.0,15,21066.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,NO,bid,0.41,100.0,16,21166.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,NO,bid,0.35,107.0,17,21273.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,NO,bid,0.3,100.0,18,21373.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,NO,bid,0.26,100.0,19,21473.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,NO,bid,0.25,100.0,20,21573.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,YES,ask,0.01,18164.01,1,18164.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,YES,ask,0.02,778.0,2,18942.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,YES,ask,0.03,969.0,3,19911.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,YES,ask,0.04,411.0,4,20322.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,YES,ask,0.05,103.0,5,20425.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,YES,ask,0.06,311.0,6,20736.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,YES,ask,0.07,87.0,7,20823.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,YES,ask,0.08,50.0,8,20873.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,YES,ask,0.09,53.0,9,20926.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,YES,ask,0.15,57.0,10,20983.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,YES,ask,0.25,28.0,11,21011.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,YES,ask,0.3,1.0,12,21012.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,YES,ask,0.34,30.0,13,21042.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,YES,ask,0.5,10.0,14,21052.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,YES,ask,0.55,14.0,15,21066.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,YES,ask,0.59,100.0,16,21166.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,YES,ask,0.65,107.0,17,21273.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,YES,ask,0.7,100.0,18,21373.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,YES,ask,0.74,100.0,19,21473.01,no_dollars
2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,YES,ask,0.75,100.0,20,21573.01,no_dollars
