row_id,date,target_date,prediction_time,prediction_timestamp,location,event_ticker,forecast_high,bucket_count,mapping_status,weather_status,live_feature_status,no_trade_reason,day_of_year_sin,hour_sin,hour_cos,month,season,forecast_horizon_hours,current_temp,dew_point,cloud_cover_now,wind_speed,precipitation_now,temp_minus_dew_point,wind_dir_sin,wind_dir_cos,max_temp_so_far,temp_change_60m,temp_change_120m,temp_change_180m,temp_change_240m,temp_change_300m,temp_acceleration_60m,temp_change_60m_minus_3h_avg_rate,forecast_temp_current_hour,current_temp_minus_forecast_temp,forecast_max_so_far,max_so_far_minus_forecast_max_so_far,current_temp_minus_max_so_far,minutes_since_max_temp_so_far,hour_of_max_temp_so_far,max_so_far_minus_forecast_high,mean_temp_error_so_far,max_temp_error_so_far,num_new_highs_last_3h,area_under_temp_curve_so_far,near_boundary_duration_so_far,minutes_until_typical_peak
live:KXHIGHNY-26SEP01:2026-09-01T18:16:09.256353,2026-09-01,2026-09-01,2026-09-01 18:16:09.256353,2026-09-01 18:16:09.256353,NYC,KXHIGHNY-26SEP01,80.0,6,MAPPED,NO_TRADE,NO_TRADE,unverified_observed_high_window,-0.8660254037844385,-0.9975181810954068,0.07040936290090356,9,3.0,-3.2692378758333334,77.0,73.94,100.0,8.05296816,0.0,3.0600000000000023,0.9396926207859083,0.3420201433256688,80.96,-1.0799999999999983,-3.9599999999999937,-1.980000000000004,-1.0799999999999983,1.980000000000004,1.7999999999999972,-0.41999999999999693,79.0,-2.0,80.0,0.9599999999999937,-3.9599999999999937,145.15427255,15.0,0.9599999999999937,-1.9799999999999993,0.9599999999999937,2.0,1182.8735000000001,48.0,-196.15427255
