fetched_at,evaluated_at,ticker,staleness_seconds,max_staleness_seconds,best_yes_bid,best_yes_bid_size,best_yes_ask,best_yes_ask_size,yes_spread,yes_midpoint,best_no_bid,best_no_bid_size,best_no_ask,best_no_ask_size,no_spread,no_midpoint,yes_bid_depth,yes_ask_depth,no_bid_depth,no_ask_depth,max_spread_dollars,orderbook_status,orderbook_reason
2026-09-01T18:16:09.256353-04:00,2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T83,0.0,300.0,0.99,3439.56,,,,,,,0.01,3439.56,,,4244.58,0.0,0.0,4244.58,0.25,OK,
2026-09-01T18:16:09.256353-04:00,2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-B83.5,0.0,300.0,,,0.01,3742.84,,,0.99,3742.84,,,,,0.0,5808.02,5808.02,0.0,0.25,OK,
2026-09-01T18:16:09.256353-04:00,2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-B85.5,0.0,300.0,,,0.01,6547.43,,,0.99,6547.43,,,,,0.0,7603.43,7603.43,0.0,0.25,OK,
2026-09-01T18:16:09.256353-04:00,2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-B87.5,0.0,300.0,,,0.01,16086.14,,,0.99,16086.14,,,,,0.0,22877.14,22877.14,0.0,0.25,OK,
2026-09-01T18:16:09.256353-04:00,2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-B89.5,0.0,300.0,,,0.01,14286.53,,,0.99,14286.53,,,,,0.0,19326.53,19326.53,0.0,0.25,OK,
2026-09-01T18:16:09.256353-04:00,2026-09-01T18:16:09.256353-04:00,KXHIGHNY-26SEP01-T90,0.0,300.0,,,0.01,18164.01,,,0.99,18164.01,,,,,0.0,21573.01,21573.01,0.0,0.25,OK,
