row_id,event_ticker,ticker,bucket_index,bucket_name,bucket_lower_temp,bucket_upper_temp,error_lower,error_upper,probability,mu,sigma,raw_sigma,model_raw_sigma,model_sigma_scale,sigma_scaling_alpha,distribution_type,model_name,calibration_method,date,prediction_time,prediction_timestamp,location,forecast_high,forecast_horizon_hours,alpha,df,skew,feature_missing_values,feature_infinite_values,feature_values_imputed_or_replaced,mapping_status,model_path,probability_signal_status,probability_signal_reason,settlement_status,settlement_reason,settlement_trading_allowed,probability_mode,settlement_observed_high,settlement_verified_high
live:KXHIGHNY-26SEP01:2026-09-01T18:16:09.256353,KXHIGHNY-26SEP01,KXHIGHNY-26SEP01-T83,0,82deg or below,,82.5,,2.5,0.9542301340236298,1.273802758471164,0.7267082001657589,0.7267082001657589,0.7267082001657589,1.0,1.0,normal,ngboost_normal_v0,none,2026-09-01,2026-09-01 18:16:09.256353,2026-09-01 18:16:09.256353,NYC,80.0,-3.2692378758333334,1.0,,,0,0,0,MAPPED,C:\Weather Trading\Kalshi-Weather-Trading\models\ngboost_normal_v0.pkl,NO_TRADE,unverified_observed_high_window,POST_PEAK_NO_TRADE,unverified_observed_high_window,False,diagnostic_no_trade,80.96,
live:KXHIGHNY-26SEP01:2026-09-01T18:16:09.256353,KXHIGHNY-26SEP01,KXHIGHNY-26SEP01-B83.5,1,83deg to 84deg,82.5,84.5,2.5,4.5,0.04576535688418637,1.273802758471164,0.7267082001657589,0.7267082001657589,0.7267082001657589,1.0,1.0,normal,ngboost_normal_v0,none,2026-09-01,2026-09-01 18:16:09.256353,2026-09-01 18:16:09.256353,NYC,80.0,-3.2692378758333334,1.0,,,0,0,0,MAPPED,C:\Weather Trading\Kalshi-Weather-Trading\models\ngboost_normal_v0.pkl,NO_TRADE,unverified_observed_high_window,POST_PEAK_NO_TRADE,unverified_observed_high_window,False,diagnostic_no_trade,80.96,
live:KXHIGHNY-26SEP01:2026-09-01T18:16:09.256353,KXHIGHNY-26SEP01,KXHIGHNY-26SEP01-B85.5,2,85deg to 86deg,84.5,86.5,4.5,6.5,4.509091863669212e-06,1.273802758471164,0.7267082001657589,0.7267082001657589,0.7267082001657589,1.0,1.0,normal,ngboost_normal_v0,none,2026-09-01,2026-09-01 18:16:09.256353,2026-09-01 18:16:09.256353,NYC,80.0,-3.2692378758333334,1.0,,,0,0,0,MAPPED,C:\Weather Trading\Kalshi-Weather-Trading\models\ngboost_normal_v0.pkl,NO_TRADE,unverified_observed_high_window,POST_PEAK_NO_TRADE,unverified_observed_high_window,False,diagnostic_no_trade,80.96,
live:KXHIGHNY-26SEP01:2026-09-01T18:16:09.256353,KXHIGHNY-26SEP01,KXHIGHNY-26SEP01-B87.5,3,87deg to 88deg,86.5,88.5,6.5,8.5,3.2018832030189515e-13,1.273802758471164,0.7267082001657589,0.7267082001657589,0.7267082001657589,1.0,1.0,normal,ngboost_normal_v0,none,2026-09-01,2026-09-01 18:16:09.256353,2026-09-01 18:16:09.256353,NYC,80.0,-3.2692378758333334,1.0,,,0,0,0,MAPPED,C:\Weather Trading\Kalshi-Weather-Trading\models\ngboost_normal_v0.pkl,NO_TRADE,unverified_observed_high_window,POST_PEAK_NO_TRADE,unverified_observed_high_window,False,diagnostic_no_trade,80.96,
live:KXHIGHNY-26SEP01:2026-09-01T18:16:09.256353,KXHIGHNY-26SEP01,KXHIGHNY-26SEP01-B89.5,4,89deg to 90deg,88.5,90.5,8.5,10.5,0.0,1.273802758471164,0.7267082001657589,0.7267082001657589,0.7267082001657589,1.0,1.0,normal,ngboost_normal_v0,none,2026-09-01,2026-09-01 18:16:09.256353,2026-09-01 18:16:09.256353,NYC,80.0,-3.2692378758333334,1.0,,,0,0,0,MAPPED,C:\Weather Trading\Kalshi-Weather-Trading\models\ngboost_normal_v0.pkl,NO_TRADE,unverified_observed_high_window,POST_PEAK_NO_TRADE,unverified_observed_high_window,False,diagnostic_no_trade,80.96,
live:KXHIGHNY-26SEP01:2026-09-01T18:16:09.256353,KXHIGHNY-26SEP01,KXHIGHNY-26SEP01-T90,5,91deg or above,90.5,,10.5,,0.0,1.273802758471164,0.7267082001657589,0.7267082001657589,0.7267082001657589,1.0,1.0,normal,ngboost_normal_v0,none,2026-09-01,2026-09-01 18:16:09.256353,2026-09-01 18:16:09.256353,NYC,80.0,-3.2692378758333334,1.0,,,0,0,0,MAPPED,C:\Weather Trading\Kalshi-Weather-Trading\models\ngboost_normal_v0.pkl,NO_TRADE,unverified_observed_high_window,POST_PEAK_NO_TRADE,unverified_observed_high_window,False,diagnostic_no_trade,80.96,
