trade_id,city,target_date,event_ticker,market_ticker,signal_timestamp,execution_timestamp,settlement_timestamp,prediction_time,probability_age_minutes,model_probability,side,entry_price,unadjusted_entry_price,quote_source,quote_field,execution_gap_minutes,contracts,gross_cost,fees,slippage_per_contract,cash_committed,predicted_edge,lower_confidence_edge,settlement,settlement_source,execution_assumption,evidence_label,supports_profitability_claim,cash_after_settlement,gross_pnl,net_pnl,outer_fold_id,selected_filter_candidate,kelly_fraction
207,NYC,2026-04-13,KXHIGHNY-26APR13,KXHIGHNY-26APR13-B78.5,2026-04-13 15:35:00+00:00,2026-04-13 15:36:00+00:00,2026-04-20 14:00:00+00:00,2026-04-13 15:00:00+00:00,35.0,0.3363882942603981,BUY_YES,0.22,0.21,kalshi_candlestick,yes_ask_open,1.0,11,2.42,0.14,0.01,2.56,0.0963882942603981,0.0349669625500606,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1131.010000000001,8.58,8.44,trading_outer_02,edge_0_all_both_1,0.05
209,NYC,2026-04-14,KXHIGHNY-26APR14,KXHIGHNY-26APR14-B81.5,2026-04-14 14:05:00+00:00,2026-04-14 14:06:00+00:00,2026-04-21 14:00:00+00:00,2026-04-14 14:00:00+00:00,5.0,0.1880374356645613,BUY_YES,0.05,0.04,kalshi_candlestick,yes_ask_open,1.0,96,4.800000000000001,0.32,0.01,5.120000000000001,0.1280374356645612,0.0802669592973299,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1125.7900000000009,-4.800000000000001,-5.120000000000001,trading_outer_02,edge_0_all_both_1,0.05
214,NYC,2026-04-15,KXHIGHNY-26APR15,KXHIGHNY-26APR15-B87.5,2026-04-15 20:15:00+00:00,2026-04-15 20:16:00+00:00,2026-04-22 14:00:00+00:00,2026-04-15 20:00:00+00:00,15.0,0.0568859814932251,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,7,0.14,0.01,0.01,0.15000000000000002,0.0268859814932251,0.0024947661061086,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1120.1500000000008,-0.14,-0.15000000000000002,trading_outer_02,edge_0_all_both_1,0.05
215,NYC,2026-04-16,KXHIGHNY-26APR16,KXHIGHNY-26APR16-B84.5,2026-04-16 13:10:00+00:00,2026-04-16 13:11:00+00:00,2026-04-23 14:00:00+00:00,2026-04-16 13:00:00+00:00,10.0,0.1294006042553405,BUY_YES,0.05,0.04,kalshi_candlestick,yes_ask_open,1.0,35,1.75,0.12,0.01,1.87,0.0694006042553405,0.0300273375959693,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1114.5900000000008,-1.75,-1.87,trading_outer_02,edge_0_all_both_1,0.05
221,NYC,2026-04-17,KXHIGHNY-26APR17,KXHIGHNY-26APR17-B81.5,2026-04-17 13:15:00+00:00,2026-04-17 13:16:00+00:00,2026-04-24 14:00:00+00:00,2026-04-17 13:00:00+00:00,15.0,0.211469041365354,BUY_YES,0.11,0.1,kalshi_candlestick,yes_ask_open,1.0,23,2.53,0.16,0.0099999999999999,2.69,0.091469041365354,0.0409206357087947,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1137.5900000000008,20.47,20.31,trading_outer_02,edge_0_all_both_1,0.05
226,NYC,2026-04-20,KXHIGHNY-26APR20,KXHIGHNY-26APR20-B51.5,2026-04-20 20:05:00+00:00,2026-04-20 20:06:00+00:00,2026-04-27 14:00:00+00:00,2026-04-20 20:00:00+00:00,5.0,0.9793348705466286,BUY_YES,0.86,0.85,kalshi_candlestick,yes_ask_open,1.0,6,5.16,0.06,0.01,5.22,0.1093348705466286,0.0790993379719774,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1136.2600000000007,0.8399999999999999,0.7800000000000002,trading_outer_02,edge_0_all_both_1,0.05
230,NYC,2026-04-21,KXHIGHNY-26APR21,KXHIGHNY-26APR21-B53.5,2026-04-21 19:10:00+00:00,2026-04-21 19:11:00+00:00,2026-04-28 14:00:00+00:00,2026-04-21 19:00:00+00:00,10.0,0.8846179266081674,BUY_YES,0.6900000000000001,0.68,kalshi_candlestick,yes_ask_open,1.0,8,5.5200000000000005,0.1199999999999992,0.01,5.64,0.1746179266081674,0.1233539444368487,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1144.2600000000007,2.4799999999999995,2.3600000000000003,trading_outer_02,edge_0_all_both_1,0.05
232,NYC,2026-04-22,KXHIGHNY-26APR22,KXHIGHNY-26APR22-T57,2026-04-22 16:50:00+00:00,2026-04-22 16:51:00+00:00,2026-04-29 14:00:00+00:00,2026-04-22 16:00:00+00:00,50.0,0.775235327038813,BUY_YES,0.6,0.59,kalshi_candlestick,yes_ask_open,1.0,9,5.3999999999999995,0.16,0.01,5.56,0.155235327038813,0.0930078433527872,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1153.0600000000006,3.6000000000000005,3.4400000000000004,trading_outer_02,edge_0_all_both_1,0.05
233,NYC,2026-04-25,KXHIGHNY-26APR25,KXHIGHNY-26APR25-B53.5,2026-04-25 13:00:00+00:00,2026-04-25 13:01:00+00:00,2026-05-02 14:00:00+00:00,2026-04-25 13:00:00+00:00,0.0,0.1724092753713346,BUY_YES,0.04,0.03,kalshi_candlestick,yes_ask_open,1.0,115,4.6000000000000005,0.31,0.01,4.91,0.1224092753713346,0.0766575114919548,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1150.5300000000007,-4.6000000000000005,-4.91,trading_outer_02,edge_0_all_both_1,0.05
236,NYC,2026-04-26,KXHIGHNY-26APR26,KXHIGHNY-26APR26-B51.5,2026-04-26 14:20:00+00:00,2026-04-26 14:21:00+00:00,2026-05-03 14:00:00+00:00,2026-04-26 14:00:00+00:00,20.0,0.069746210770669,BUY_YES,0.03,0.02,kalshi_candlestick,yes_ask_open,1.0,4,0.12,0.01,0.0099999999999999,0.13,0.029746210770669,0.0021161989467006,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1144.3700000000006,-0.12,-0.13,trading_outer_02,edge_0_all_both_1,0.05
240,NYC,2026-04-27,KXHIGHNY-26APR27,KXHIGHNY-26APR27-T62,2026-04-27 13:15:00+00:00,2026-04-27 13:16:00+00:00,2026-05-04 14:00:00+00:00,2026-04-27 13:00:00+00:00,15.0,0.1009599175689029,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,107,2.14,0.15,0.01,2.29,0.0709599175689029,0.0366498252795146,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1138.6200000000006,-2.14,-2.29,trading_outer_02,edge_0_all_both_1,0.05
242,NYC,2026-04-29,KXHIGHNY-26APR29,KXHIGHNY-26APR29-B58.5,2026-04-29 13:30:00+00:00,2026-04-29 13:31:00+00:00,2026-05-06 14:00:00+00:00,2026-04-29 13:00:00+00:00,30.0,0.0713351929653761,BUY_YES,0.03,0.02,kalshi_candlestick,yes_ask_open,1.0,6,0.18,0.02,0.0099999999999999,0.19999999999999998,0.0313351929653761,0.0033281803062986,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1138.6200000000006,-0.18,-0.19999999999999998,trading_outer_02,edge_0_all_both_1,0.05
243,NYC,2026-04-30,KXHIGHNY-26APR30,KXHIGHNY-26APR30-B65.5,2026-04-30 14:20:00+00:00,2026-04-30 14:21:00+00:00,2026-05-07 14:00:00+00:00,2026-04-30 14:00:00+00:00,20.0,0.1158639783590563,BUY_YES,0.04,0.03,kalshi_candlestick,yes_ask_open,1.0,43,1.72,0.12,0.01,1.8399999999999999,0.0658639783590563,0.028800834989707,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1138.6200000000006,-1.72,-1.8399999999999999,trading_outer_02,edge_0_all_both_1,0.05
246,NYC,2026-05-01,KXHIGHNY-26MAY01,KXHIGHNY-26MAY01-B68.5,2026-05-01 15:15:00+00:00,2026-05-01 15:16:00+00:00,2026-05-08 14:00:00+00:00,2026-05-01 15:00:00+00:00,15.0,0.0937872848909615,BUY_YES,0.04,0.03,kalshi_candlestick,yes_ask_open,1.0,16,0.64,0.05,0.01,0.6900000000000001,0.0437872848909615,0.0108917394026823,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1132.5600000000006,-0.64,-0.6900000000000001,trading_outer_02,edge_0_all_both_1,0.05
250,NYC,2026-05-02,KXHIGHNY-26MAY02,KXHIGHNY-26MAY02-B64.5,2026-05-02 15:45:00+00:00,2026-05-02 15:47:00+00:00,2026-05-09 14:00:00+00:00,2026-05-02 15:00:00+00:00,45.0,0.2149030194703461,BUY_YES,0.03,0.02,kalshi_candlestick,yes_ask_open,2.0,192,5.76,0.4,0.0099999999999999,6.16,0.1749030194703461,0.1239706487003414,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1132.5600000000006,-5.76,-6.16,trading_outer_02,edge_0_all_both_1,0.05
254,NYC,2026-05-03,KXHIGHNY-26MAY03,KXHIGHNY-26MAY03-B59.5,2026-05-03 19:45:00+00:00,2026-05-03 19:46:00+00:00,2026-05-10 14:00:00+00:00,2026-05-03 19:00:00+00:00,45.0,0.9551732684256397,BUY_YES,0.81,0.8,kalshi_candlestick,yes_ask_open,1.0,7,5.67,0.08,0.01,5.75,0.1251732684256396,0.0872806358776013,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1139.5600000000006,1.33,1.25,trading_outer_02,edge_0_all_both_1,0.05
255,NYC,2026-05-08,KXHIGHNY-26MAY08,KXHIGHNY-26MAY08-B66.5,2026-05-08 13:30:00+00:00,2026-05-08 13:32:00+00:00,2026-05-15 14:00:00+00:00,2026-05-08 13:00:00+00:00,30.0,0.356873031172582,BUY_YES,0.0999999999999999,0.09,kalshi_candlestick,yes_ask_open,2.0,57,5.699999999999994,0.3600000000000057,0.0099999999999999,6.06,0.246873031172582,0.1841889211255568,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1125.8400000000006,-5.699999999999994,-6.06,trading_outer_02,edge_0_all_both_1,0.05
258,NYC,2026-05-11,KXHIGHNY-26MAY11,KXHIGHNY-26MAY11-B64.5,2026-05-11 16:45:00+00:00,2026-05-11 16:46:00+00:00,2026-05-18 14:00:00+00:00,2026-05-11 16:00:00+00:00,45.0,0.287288910284823,BUY_YES,0.12,0.11,kalshi_candlestick,yes_ask_open,1.0,47,5.64,0.35,0.0099999999999999,5.989999999999999,0.157288910284823,0.0994470129438489,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1112.0500000000006,-5.64,-5.989999999999999,trading_outer_02,edge_0_all_both_1,0.05
262,NYC,2026-05-12,KXHIGHNY-26MAY12,KXHIGHNY-26MAY12-B68.5,2026-05-12 15:25:00+00:00,2026-05-12 15:26:00+00:00,2026-05-19 14:00:00+00:00,2026-05-12 15:00:00+00:00,25.0,0.1864892320215142,BUY_YES,0.0999999999999999,0.09,kalshi_candlestick,yes_ask_open,1.0,18,1.799999999999998,0.1200000000000018,0.0099999999999999,1.92,0.0764892320215142,0.0289125219837693,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1112.0500000000006,-1.799999999999998,-1.92,trading_outer_02,edge_0_all_both_1,0.05
266,NYC,2026-05-14,KXHIGHNY-26MAY14,KXHIGHNY-26MAY14-B65.5,2026-05-14 14:15:00+00:00,2026-05-14 14:16:00+00:00,2026-05-21 14:00:00+00:00,2026-05-14 14:00:00+00:00,15.0,0.7066484743795037,BUY_YES,0.51,0.5,kalshi_candlestick,yes_ask_open,1.0,11,5.61,0.2,0.01,5.8100000000000005,0.1766484743795037,0.1106443916562939,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1117.0900000000006,5.39,5.1899999999999995,trading_outer_02,edge_0_all_both_1,0.05
268,NYC,2026-05-15,KXHIGHNY-26MAY15,KXHIGHNY-26MAY15-B69.5,2026-05-15 14:00:00+00:00,2026-05-15 14:01:00+00:00,2026-05-22 14:00:00+00:00,2026-05-15 14:00:00+00:00,0.0,0.3829651180845153,BUY_YES,0.0999999999999999,0.09,kalshi_candlestick,yes_ask_open,1.0,56,5.599999999999994,0.3600000000000056,0.0099999999999999,5.96,0.2729651180845153,0.2088564156047277,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1117.0900000000006,-5.599999999999994,-5.96,trading_outer_02,edge_0_all_both_1,0.05
276,NYC,2026-05-16,KXHIGHNY-26MAY16,KXHIGHNY-26MAY16-B80.5,2026-05-16 20:15:00+00:00,2026-05-16 20:17:00+00:00,2026-05-23 14:00:00+00:00,2026-05-16 20:00:00+00:00,15.0,0.3375367730881786,BUY_YES,0.09,0.08,kalshi_candlestick,yes_ask_open,2.0,63,5.67,0.37,0.0099999999999999,6.04,0.2375367730881786,0.1760411870143578,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1180.0900000000006,57.33,56.96,trading_outer_02,edge_0_all_both_1,0.05
277,NYC,2026-05-17,KXHIGHNY-26MAY17,KXHIGHNY-26MAY17-B85.5,2026-05-17 13:40:00+00:00,2026-05-17 13:41:00+00:00,2026-05-24 14:00:00+00:00,2026-05-17 13:00:00+00:00,40.0,0.2287540728677713,BUY_YES,0.14,0.13,kalshi_candlestick,yes_ask_open,1.0,12,1.6800000000000002,0.11,0.01,1.7900000000000003,0.0787540728677713,0.026329022772655,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1180.0900000000006,-1.6800000000000002,-1.7900000000000003,trading_outer_02,edge_0_all_both_1,0.05
279,NYC,2026-05-19,KXHIGHNY-26MAY19,KXHIGHNY-26MAY19-B93.5,2026-05-19 19:40:00+00:00,2026-05-19 19:41:00+00:00,2026-05-26 14:00:00+00:00,2026-05-19 19:00:00+00:00,40.0,0.9198492435215152,BUY_YES,0.85,0.84,kalshi_candlestick,yes_ask_open,1.0,6,5.1,0.06,0.01,5.159999999999999,0.0598492435215153,0.0142357972800478,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1186.0900000000006,0.9000000000000004,0.8400000000000007,trading_outer_02,edge_0_all_both_1,0.05
283,NYC,2026-05-20,KXHIGHNY-26MAY20,KXHIGHNY-26MAY20-T96,2026-05-20 13:05:00+00:00,2026-05-20 13:08:00+00:00,2026-05-27 14:00:00+00:00,2026-05-20 13:00:00+00:00,5.0,0.0708990091086074,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,3.0,37,0.74,0.06,0.01,0.8,0.0408990091086074,0.01299502221487,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1186.0900000000006,-0.74,-0.8,trading_outer_02,edge_0_all_both_1,0.05
