trade_id,city,target_date,event_ticker,market_ticker,signal_timestamp,execution_timestamp,settlement_timestamp,prediction_time,probability_age_minutes,model_probability,side,entry_price,unadjusted_entry_price,quote_source,quote_field,execution_gap_minutes,contracts,gross_cost,fees,slippage_per_contract,cash_committed,predicted_edge,lower_confidence_edge,settlement,settlement_source,execution_assumption,evidence_label,supports_profitability_claim,cash_after_settlement,gross_pnl,net_pnl,outer_fold_id,selected_filter_candidate,kelly_fraction
105,NYC,2025-12-18,KXHIGHNY-25DEC18,KXHIGHNY-25DEC18-B50.5,2025-12-18 23:45:00+00:00,2025-12-18 23:46:00+00:00,2025-12-25 15:00:00+00:00,2025-12-18 23:00:00+00:00,45.0,0.5693247861801279,BUY_YES,0.25,0.24,kalshi_candlestick,yes_ask_open,1.0,22,5.5,0.29,0.01,5.79,0.2993247861801279,0.2150192311682858,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1131.19,16.5,16.21,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
106,NYC,2025-12-18,KXHIGHNY-25DEC18,KXHIGHNY-25DEC18-B52.5,2025-12-18 23:45:00+00:00,2025-12-18 23:46:00+00:00,2025-12-25 15:00:00+00:00,2025-12-18 23:00:00+00:00,45.0,0.2709622291661141,BUY_YES,0.11,0.1,kalshi_candlestick,yes_ask_open,1.0,51,5.61,0.35,0.0099999999999999,5.96,0.1509622291661141,0.0830986158839212,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1131.19,-5.61,-5.96,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
108,NYC,2025-12-20,KXHIGHNY-25DEC20,KXHIGHNY-25DEC20-B38.5,2025-12-20 14:30:00+00:00,2025-12-20 14:31:00+00:00,2025-12-27 15:00:00+00:00,2025-12-20 14:00:00+00:00,30.0,0.7075274751754214,BUY_YES,0.55,0.54,kalshi_candlestick,yes_ask_open,1.0,10,5.5,0.18,0.01,5.68,0.1375274751754213,0.0559017351873296,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1141.19,4.5,4.32,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
109,NYC,2026-01-05,KXHIGHNY-26JAN05,KXHIGHNY-26JAN05-B35.5,2026-01-06 00:15:00+00:00,2026-01-06 00:16:00+00:00,2026-01-12 15:00:00+00:00,2026-01-06 00:00:00+00:00,15.0,0.4389622619544403,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,285,5.7,0.4,0.01,6.1000000000000005,0.4089622619544403,0.3280873779145222,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1129.0400000000002,-5.7,-6.1000000000000005,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
110,NYC,2026-01-05,KXHIGHNY-26JAN05,KXHIGHNY-26JAN05-B39.5,2026-01-06 00:15:00+00:00,2026-01-06 00:16:00+00:00,2026-01-12 15:00:00+00:00,2026-01-06 00:00:00+00:00,15.0,0.5610377380455597,BUY_YES,0.08,0.07,kalshi_candlestick,yes_ask_open,1.0,71,5.68,0.37,0.0099999999999999,6.05,0.4710377380455596,0.3867852755906359,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1200.0400000000002,65.32,64.95,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
111,NYC,2026-01-21,KXHIGHNY-26JAN21,KXHIGHNY-26JAN21-B33.5,2026-01-21 20:00:00+00:00,2026-01-21 20:01:00+00:00,2026-01-28 15:00:00+00:00,2026-01-21 20:00:00+00:00,0.0,0.3966374606431411,BUY_YES,0.26,0.25,kalshi_candlestick,yes_ask_open,1.0,23,5.98,0.31,0.01,6.29,0.1166374606431411,0.0380751351904538,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1182.15,-5.98,-6.29,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
113,NYC,2026-01-21,KXHIGHNY-26JAN21,KXHIGHNY-26JAN21-B35.5,2026-01-21 20:55:00+00:00,2026-01-21 20:56:00+00:00,2026-01-28 15:00:00+00:00,2026-01-21 20:00:00+00:00,55.0,0.5935213606743549,BUY_YES,0.46,0.45,kalshi_candlestick,yes_ask_open,1.0,13,5.98,0.23,0.01,6.210000000000001,0.1135213606743548,0.0291921945244307,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1182.15,-5.98,-6.210000000000001,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
116,NYC,2026-01-23,KXHIGHNY-26JAN23,KXHIGHNY-26JAN23-B38.5,2026-01-23 18:10:00+00:00,2026-01-23 18:11:00+00:00,2026-01-30 15:00:00+00:00,2026-01-23 18:00:00+00:00,10.0,0.9960509247777712,BUY_YES,0.89,0.88,kalshi_candlestick,yes_ask_open,1.0,6,5.34,0.05,0.01,5.39,0.0960509247777712,0.0650867484728619,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1188.15,0.6600000000000001,0.6100000000000003,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
117,NYC,2026-02-11,KXHIGHNY-26FEB11,KXHIGHNY-26FEB11-B40.5,2026-02-11 14:05:00+00:00,2026-02-11 14:06:00+00:00,2026-02-18 15:00:00+00:00,2026-02-11 14:00:00+00:00,5.0,0.6085321318553918,BUY_YES,0.33,0.32,kalshi_candlestick,yes_ask_open,1.0,18,5.94,0.28,0.01,6.220000000000001,0.2585321318553917,0.1742882816841185,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1169.7700000000002,12.059999999999999,11.78,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
118,NYC,2026-02-11,KXHIGHNY-26FEB11,KXHIGHNY-26FEB11-T43,2026-02-11 14:05:00+00:00,2026-02-11 14:06:00+00:00,2026-02-18 15:00:00+00:00,2026-02-11 14:00:00+00:00,5.0,0.3914678681446082,BUY_YES,0.14,0.13,kalshi_candlestick,yes_ask_open,1.0,42,5.880000000000001,0.36,0.01,6.240000000000001,0.2414678681446082,0.1632297416064043,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1169.7700000000002,-5.880000000000001,-6.240000000000001,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
120,NYC,2026-02-16,KXHIGHNY-26FEB16,KXHIGHNY-26FEB16-B39.5,2026-02-16 15:15:00+00:00,2026-02-16 15:16:00+00:00,2026-02-23 15:00:00+00:00,2026-02-16 15:00:00+00:00,15.0,0.7443224947609964,BUY_YES,0.56,0.55,kalshi_candlestick,yes_ask_open,1.0,10,5.6000000000000005,0.18,0.01,5.78,0.1643224947609964,0.0846853804917105,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1179.7700000000002,4.3999999999999995,4.22,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
122,NYC,2026-02-16,KXHIGHNY-26FEB16,KXHIGHNY-26FEB16-T37,2026-02-16 15:15:00+00:00,2026-02-16 15:16:00+00:00,2026-02-23 15:00:00+00:00,2026-02-16 15:00:00+00:00,15.0,0.0987321523605675,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,297,5.94,0.41,0.01,6.3500000000000005,0.0687321523605675,0.0289888774390719,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1179.7700000000002,-5.94,-6.3500000000000005,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
123,NYC,2026-02-18,KXHIGHNY-26FEB18,KXHIGHNY-26FEB18-B46.5,2026-02-18 14:55:00+00:00,2026-02-18 14:56:00+00:00,2026-02-25 15:00:00+00:00,2026-02-18 14:00:00+00:00,55.0,0.1457109736011921,BUY_YES,0.05,0.04,kalshi_candlestick,yes_ask_open,1.0,118,5.9,0.4,0.01,6.300000000000001,0.085710973601192,0.0360140559174668,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1167.6400000000003,-5.9,-6.300000000000001,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
124,NYC,2026-02-18,KXHIGHNY-26FEB18,KXHIGHNY-26FEB18-T44,2026-02-18 14:55:00+00:00,2026-02-18 14:56:00+00:00,2026-02-25 15:00:00+00:00,2026-02-18 14:00:00+00:00,55.0,0.8542890263988079,BUY_YES,0.67,0.66,kalshi_candlestick,yes_ask_open,1.0,8,5.36,0.13,0.01,5.49,0.1642890263988078,0.0949872051496069,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1175.6400000000003,2.6399999999999997,2.51,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
128,NYC,2026-02-24,KXHIGHNY-26FEB24,KXHIGHNY-26FEB24-B28.5,2026-02-24 16:40:00+00:00,2026-02-24 16:43:00+00:00,2026-03-03 15:00:00+00:00,2026-02-24 16:00:00+00:00,40.0,0.1262790192040208,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,3.0,297,5.94,0.41,0.01,6.3500000000000005,0.0962790192040208,0.0504088347801423,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1167.8100000000004,-5.94,-6.3500000000000005,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
125,NYC,2026-02-24,KXHIGHNY-26FEB24,KXHIGHNY-26FEB24-B30.5,2026-02-24 14:20:00+00:00,2026-02-24 14:21:00+00:00,2026-03-03 15:00:00+00:00,2026-02-24 14:00:00+00:00,20.0,0.7414773796147578,BUY_YES,0.56,0.55,kalshi_candlestick,yes_ask_open,1.0,10,5.6000000000000005,0.18,0.01,5.78,0.1614773796147577,0.081664319023518,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1167.8100000000004,4.3999999999999995,4.22,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
133,NYC,2026-02-25,KXHIGHNY-26FEB25,KXHIGHNY-26FEB25-B39.5,2026-02-25 17:15:00+00:00,2026-02-25 17:16:00+00:00,2026-03-04 15:00:00+00:00,2026-02-25 17:00:00+00:00,15.0,0.5448465204755123,BUY_YES,0.36,0.35,kalshi_candlestick,yes_ask_open,1.0,16,5.76,0.26,0.01,6.02,0.1648465204755123,0.0807631986078899,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1161.7800000000004,-5.76,-6.02,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
134,NYC,2026-02-25,KXHIGHNY-26FEB25,KXHIGHNY-26FEB25-B45.5,2026-02-25 17:15:00+00:00,2026-02-25 17:16:00+00:00,2026-03-04 15:00:00+00:00,2026-02-25 17:00:00+00:00,15.0,0.175725953088169,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,296,5.92,0.41,0.01,6.33,0.145725953088169,0.0907597127827646,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1161.7800000000004,-5.92,-6.33,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
135,NYC,2026-02-27,KXHIGHNY-26FEB27,KXHIGHNY-26FEB27-B44.5,2026-02-27 19:25:00+00:00,2026-02-27 19:26:00+00:00,2026-03-06 15:00:00+00:00,2026-02-27 19:00:00+00:00,25.0,0.9732642976989416,BUY_YES,0.77,0.76,kalshi_candlestick,yes_ask_open,1.0,7,5.390000000000001,0.09,0.01,5.48,0.1832642976989417,0.1403136437929369,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1168.7800000000004,1.6099999999999994,1.5199999999999996,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
136,NYC,2026-03-03,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T39,2026-03-03 16:10:00+00:00,2026-03-03 16:11:00+00:00,2026-03-10 15:00:00+00:00,2026-03-03 16:00:00+00:00,10.0,0.6636851402269575,BUY_YES,0.53,0.52,kalshi_candlestick,yes_ask_open,1.0,11,5.83,0.2,0.01,6.03,0.1136851402269574,0.0304403897327929,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1155.4400000000005,5.17,4.97,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
138,NYC,2026-03-07,KXHIGHNY-26MAR07,KXHIGHNY-26MAR07-B54.5,2026-03-08 01:25:00+00:00,2026-03-08 01:26:00+00:00,2026-03-14 15:00:00+00:00,2026-03-08 01:00:00+00:00,25.0,0.1915838188355345,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,293,5.86,0.41,0.01,6.2700000000000005,0.1615838188355345,0.1041018093937476,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1124.9500000000007,-5.86,-6.2700000000000005,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
137,NYC,2026-03-07,KXHIGHNY-26MAR07,KXHIGHNY-26MAR07-T50,2026-03-07 14:30:00+00:00,2026-03-07 14:31:00+00:00,2026-03-14 15:00:00+00:00,2026-03-07 14:00:00+00:00,30.0,0.7219667275514704,BUY_YES,0.58,0.57,kalshi_candlestick,yes_ask_open,1.0,10,5.8,0.18,0.01,5.9799999999999995,0.1219667275514704,0.0410488576138703,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1124.9500000000007,-5.8,-5.9799999999999995,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
141,NYC,2026-03-08,KXHIGHNY-26MAR08,KXHIGHNY-26MAR08-B66.5,2026-03-08 13:20:00+00:00,2026-03-08 13:21:00+00:00,2026-03-15 15:00:00+00:00,2026-03-08 13:00:00+00:00,20.0,0.6086517004126132,BUY_YES,0.43,0.42,kalshi_candlestick,yes_ask_open,1.0,13,5.59,0.23,0.01,5.82,0.1586517004126132,0.0744088417662049,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1118.8600000000008,-5.59,-5.82,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
142,NYC,2026-03-08,KXHIGHNY-26MAR08,KXHIGHNY-26MAR08-T62,2026-03-08 13:20:00+00:00,2026-03-08 13:21:00+00:00,2026-03-15 15:00:00+00:00,2026-03-08 13:00:00+00:00,20.0,0.1042157729242124,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,293,5.86,0.41,0.01,6.2700000000000005,0.0742157729242124,0.0331773545133393,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1118.8600000000008,-5.86,-6.2700000000000005,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
144,NYC,2026-03-11,KXHIGHNY-26MAR11,KXHIGHNY-26MAR11-B66.5,2026-03-11 15:10:00+00:00,2026-03-11 15:11:00+00:00,2026-03-18 14:00:00+00:00,2026-03-11 15:00:00+00:00,10.0,0.1062014643964296,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,294,5.88,0.41,0.01,6.29,0.0762014643964296,0.0347040184656933,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1112.7200000000007,-5.88,-6.29,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
145,NYC,2026-03-11,KXHIGHNY-26MAR11,KXHIGHNY-26MAR11-B68.5,2026-03-11 15:10:00+00:00,2026-03-11 15:11:00+00:00,2026-03-18 14:00:00+00:00,2026-03-11 15:00:00+00:00,10.0,0.1062034253056499,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,294,5.88,0.41,0.01,6.29,0.0762034253056499,0.0347055286172443,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1112.7200000000007,-5.88,-6.29,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
149,NYC,2026-03-13,KXHIGHNY-26MAR13,KXHIGHNY-26MAR13-T45,2026-03-13 21:50:00+00:00,2026-03-13 21:51:00+00:00,2026-03-20 14:00:00+00:00,2026-03-13 21:00:00+00:00,50.0,0.9326741659174866,BUY_YES,0.84,0.83,kalshi_candlestick,yes_ask_open,1.0,7,5.88,0.07,0.01,5.95,0.0826741659174866,0.0273363190227401,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1104.9000000000005,1.12,1.0499999999999998,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
150,NYC,2026-03-14,KXHIGHNY-26MAR14,KXHIGHNY-26MAR14-B51.5,2026-03-14 14:10:00+00:00,2026-03-14 14:11:00+00:00,2026-03-21 14:00:00+00:00,2026-03-14 14:00:00+00:00,10.0,0.6023946060834426,BUY_YES,0.35,0.34,kalshi_candlestick,yes_ask_open,1.0,16,5.6,0.26,0.01,5.859999999999999,0.2323946060834426,0.1481065066702099,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1120.9000000000005,10.4,10.14,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
151,NYC,2026-03-14,KXHIGHNY-26MAR14,KXHIGHNY-26MAR14-T49,2026-03-14 14:10:00+00:00,2026-03-14 14:11:00+00:00,2026-03-21 14:00:00+00:00,2026-03-14 14:00:00+00:00,10.0,0.3976053939165574,BUY_YES,0.18,0.17,kalshi_candlestick,yes_ask_open,1.0,32,5.76,0.34,0.01,6.1,0.1976053939165574,0.1189833925992649,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1120.9000000000005,-5.76,-6.1,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
155,NYC,2026-03-15,KXHIGHNY-26MAR15,KXHIGHNY-26MAR15-B49.5,2026-03-15 14:05:00+00:00,2026-03-15 14:06:00+00:00,2026-03-22 14:00:00+00:00,2026-03-15 14:00:00+00:00,5.0,0.3458767120732219,BUY_YES,0.14,0.13,kalshi_candlestick,yes_ask_open,1.0,41,5.74,0.35,0.01,6.09,0.1958767120732219,0.1209074857085557,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1120.9000000000005,-5.74,-6.09,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
156,NYC,2026-03-15,KXHIGHNY-26MAR15,KXHIGHNY-26MAR15-B51.5,2026-03-15 19:30:00+00:00,2026-03-15 19:31:00+00:00,2026-03-22 14:00:00+00:00,2026-03-15 19:00:00+00:00,30.0,0.166800520563069,BUY_YES,0.06,0.05,kalshi_candlestick,yes_ask_open,1.0,96,5.76,0.38,0.01,6.14,0.096800520563069,0.043327932610733,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1120.9000000000005,-5.76,-6.14,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
159,NYC,2026-03-18,KXHIGHNY-26MAR18,KXHIGHNY-26MAR18-B37.5,2026-03-18 14:25:00+00:00,2026-03-18 14:27:00+00:00,2026-03-25 14:00:00+00:00,2026-03-18 14:00:00+00:00,25.0,0.5748926595766473,BUY_YES,0.46,0.45,kalshi_candlestick,yes_ask_open,2.0,12,5.5200000000000005,0.21,0.01,5.73,0.0948926595766472,0.0105642588530988,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1132.9000000000005,6.4799999999999995,6.27,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
160,NYC,2026-03-19,KXHIGHNY-26MAR19,KXHIGHNY-26MAR19-B43.5,2026-03-19 14:20:00+00:00,2026-03-19 14:21:00+00:00,2026-03-26 14:00:00+00:00,2026-03-19 14:00:00+00:00,20.0,0.4509264093382506,BUY_YES,0.33,0.32,kalshi_candlestick,yes_ask_open,1.0,17,5.61,0.27,0.01,5.880000000000001,0.1009264093382506,0.0195061520917406,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1149.8100000000006,11.39,11.12,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
161,NYC,2026-03-19,KXHIGHNY-26MAR19,KXHIGHNY-26MAR19-T50,2026-03-19 14:20:00+00:00,2026-03-19 14:21:00+00:00,2026-03-26 14:00:00+00:00,2026-03-19 14:00:00+00:00,20.0,0.0871147524825373,BUY_YES,0.03,0.02,kalshi_candlestick,yes_ask_open,1.0,100,3.0,0.21,0.0099999999999999,3.21,0.0471147524825373,0.0102599171802807,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1149.8100000000006,-3.0,-3.21,trading_outer_01,edge_0.01_all_buy_yes_2,0.25
163,NYC,2026-03-25,KXHIGHNY-26MAR25,KXHIGHNY-26MAR25-T58,2026-03-25 14:30:00+00:00,2026-03-25 14:31:00+00:00,2026-04-01 14:00:00+00:00,2026-03-25 14:00:00+00:00,30.0,0.0556737860135414,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,4,0.08,0.01,0.01,0.09,0.0256737860135414,0.0016070229021222,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1136.1600000000008,-0.08,-0.09,trading_outer_02,edge_0_all_both_1,0.05
167,NYC,2026-03-29,KXHIGHNY-26MAR29,KXHIGHNY-26MAR29-T57,2026-03-29 15:55:00+00:00,2026-03-29 15:56:00+00:00,2026-04-05 14:00:00+00:00,2026-03-29 15:00:00+00:00,55.0,0.1146034680553609,BUY_YES,0.04,0.03,kalshi_candlestick,yes_ask_open,1.0,41,1.6400000000000001,0.12,0.01,1.7600000000000002,0.0646034680553609,0.027764205435018,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1135.6500000000008,-1.6400000000000001,-1.7600000000000002,trading_outer_02,edge_0_all_both_1,0.05
168,NYC,2026-03-30,KXHIGHNY-26MAR30,KXHIGHNY-26MAR30-B66.5,2026-03-30 16:20:00+00:00,2026-03-30 16:21:00+00:00,2026-04-06 14:00:00+00:00,2026-03-30 16:00:00+00:00,20.0,0.0912008690545404,BUY_YES,0.03,0.02,kalshi_candlestick,yes_ask_open,1.0,37,1.1099999999999999,0.08,0.0099999999999999,1.19,0.0512008690545404,0.0188312339405729,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1135.6500000000008,-1.1099999999999999,-1.19,trading_outer_02,edge_0_all_both_1,0.05
171,NYC,2026-03-31,KXHIGHNY-26MAR31,KXHIGHNY-26MAR31-T77,2026-03-31 17:40:00+00:00,2026-03-31 17:41:00+00:00,2026-04-07 14:00:00+00:00,2026-03-31 17:00:00+00:00,40.0,0.9267730112091048,BUY_YES,0.75,0.74,kalshi_candlestick,yes_ask_open,1.0,7,5.25,0.1,0.01,5.35,0.1567730112091048,0.1124710766810194,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1140.5000000000007,1.75,1.6500000000000004,trading_outer_02,edge_0_all_both_1,0.05
173,NYC,2026-04-01,KXHIGHNY-26APR01,KXHIGHNY-26APR01-T72,2026-04-01 13:20:00+00:00,2026-04-01 13:21:00+00:00,2026-04-08 14:00:00+00:00,2026-04-01 13:00:00+00:00,20.0,0.1592307017281898,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,250,5.0,0.35,0.01,5.35,0.1292307017281898,0.0852961297083205,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1140.5000000000007,-5.0,-5.35,trading_outer_02,edge_0_all_both_1,0.05
177,NYC,2026-04-03,KXHIGHNY-26APR03,KXHIGHNY-26APR03-T65,2026-04-03 14:00:00+00:00,2026-04-03 14:01:00+00:00,2026-04-10 14:00:00+00:00,2026-04-03 14:00:00+00:00,0.0,0.1865120764229182,BUY_YES,0.12,0.11,kalshi_candlestick,yes_ask_open,1.0,4,0.48,0.03,0.0099999999999999,0.51,0.0565120764229182,0.0089324976276263,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1138.2300000000007,-0.48,-0.51,trading_outer_02,edge_0_all_both_1,0.05
181,NYC,2026-04-06,KXHIGHNY-26APR06,KXHIGHNY-26APR06-T61,2026-04-06 15:40:00+00:00,2026-04-06 15:41:00+00:00,2026-04-13 14:00:00+00:00,2026-04-06 15:00:00+00:00,40.0,0.0684057817898257,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,32,0.64,0.05,0.01,0.6900000000000001,0.0384057817898257,0.0110974702317855,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1132.4000000000008,-0.64,-0.6900000000000001,trading_outer_02,edge_0_all_both_1,0.05
183,NYC,2026-04-07,KXHIGHNY-26APR07,KXHIGHNY-26APR07-B48.5,2026-04-07 13:30:00+00:00,2026-04-07 13:31:00+00:00,2026-04-14 14:00:00+00:00,2026-04-07 13:00:00+00:00,30.0,0.0841669983951498,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,68,1.36,0.1,0.01,1.4600000000000002,0.0541669983951497,0.0232734517852766,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1129.8400000000008,-1.36,-1.4600000000000002,trading_outer_02,edge_0_all_both_1,0.05
188,NYC,2026-04-08,KXHIGHNY-26APR08,KXHIGHNY-26APR08-B46.5,2026-04-08 18:05:00+00:00,2026-04-08 18:06:00+00:00,2026-04-15 14:00:00+00:00,2026-04-08 18:00:00+00:00,5.0,0.1375502507373678,BUY_YES,0.06,0.05,kalshi_candlestick,yes_ask_open,1.0,27,1.6199999999999999,0.11,0.01,1.73,0.0675502507373678,0.0268631970679068,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1124.720000000001,-1.6199999999999999,-1.73,trading_outer_02,edge_0_all_both_1,0.05
194,NYC,2026-04-09,KXHIGHNY-26APR09,KXHIGHNY-26APR09-B59.5,2026-04-09 14:40:00+00:00,2026-04-09 14:41:00+00:00,2026-04-16 14:00:00+00:00,2026-04-09 14:00:00+00:00,40.0,0.0652927113321501,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,25,0.5,0.04,0.01,0.54,0.0352927113321501,0.0087449942996961,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1122.700000000001,-0.5,-0.54,trading_outer_02,edge_0_all_both_1,0.05
196,NYC,2026-04-10,KXHIGHNY-26APR10,KXHIGHNY-26APR10-T68,2026-04-10 14:25:00+00:00,2026-04-10 14:26:00+00:00,2026-04-17 14:00:00+00:00,2026-04-10 14:00:00+00:00,25.0,0.0730116637922581,BUY_YES,0.03,0.02,kalshi_candlestick,yes_ask_open,1.0,9,0.27,0.02,0.0099999999999999,0.29000000000000004,0.0330116637922581,0.0046118689987849,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1120.010000000001,-0.27,-0.29000000000000004,trading_outer_02,edge_0_all_both_1,0.05
201,NYC,2026-04-12,KXHIGHNY-26APR12,KXHIGHNY-26APR12-B60.5,2026-04-12 14:00:00+00:00,2026-04-12 14:02:00+00:00,2026-04-19 14:00:00+00:00,2026-04-12 14:00:00+00:00,0.0,0.2267817854881468,BUY_YES,0.08,0.07,kalshi_candlestick,yes_ask_open,2.0,65,5.2,0.34,0.0099999999999999,5.54,0.1367817854881468,0.0845639281903712,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1120.010000000001,-5.2,-5.54,trading_outer_02,edge_0_all_both_1,0.05
