selection_for_fold,candidate_id,eligible,prior_cagr,prior_max_drawdown_fraction,prior_net_pnl,prior_n_trades,prior_fold_pnl,complexity
trading_outer_01,edge_0.05_before_12_buy_yes_1,False,0.014094584283001144,-0.0006599999999999939,6.6899999999999995,19,[6.6899999999999995],4
trading_outer_01,edge_0.05_before_12_buy_yes_2,True,0.013840856769744558,-0.0006599999999999939,6.569999999999999,35,[6.569999999999999],4
trading_outer_01,edge_0.05_before_12_buy_yes_unlimited,True,0.014179167508347357,-0.0006599999999999939,6.729999999999999,40,[6.729999999999999],3
trading_outer_01,edge_0.05_before_12_buy_no_1,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.05_before_12_buy_no_2,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.05_before_12_buy_no_unlimited,False,0.0,0.0,0.0,0,[0.0],3
trading_outer_01,edge_0.05_12_to_16_both_1,False,0.0029409938253266432,-0.0001898746827093678,1.3999999999999997,7,[1.3999999999999997],3
trading_outer_01,edge_0.05_12_to_16_both_2,False,0.002688731439012493,-0.00021987467143735895,1.2799999999999996,9,[1.2799999999999996],3
trading_outer_01,edge_0.05_12_to_16_both_unlimited,False,0.002688731439012493,-0.00021987467143735895,1.2799999999999996,9,[1.2799999999999996],2
trading_outer_01,edge_0.05_12_to_16_buy_yes_1,False,0.0029409938253266432,-0.0001898746827093678,1.3999999999999997,7,[1.3999999999999997],4
trading_outer_01,edge_0.05_12_to_16_buy_yes_2,False,0.002688731439012493,-0.00021987467143735895,1.2799999999999996,9,[1.2799999999999996],4
trading_outer_01,edge_0.05_12_to_16_buy_yes_unlimited,False,0.002688731439012493,-0.00021987467143735895,1.2799999999999996,9,[1.2799999999999996],3
trading_outer_01,edge_0.05_12_to_16_buy_no_1,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.05_12_to_16_buy_no_2,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.05_12_to_16_buy_no_unlimited,False,0.0,0.0,0.0,0,[0.0],3
trading_outer_01,edge_0.05_after_16_both_1,False,0.0006928269163000156,0.0,0.3299999999999999,1,[0.3299999999999999],3
trading_outer_01,edge_0.05_after_16_both_2,False,0.0006928269163000156,0.0,0.3299999999999999,1,[0.3299999999999999],3
trading_outer_01,edge_0.05_after_16_both_unlimited,False,0.0006928269163000156,0.0,0.3299999999999999,1,[0.3299999999999999],2
trading_outer_01,edge_0.05_after_16_buy_yes_1,False,0.0006928269163000156,0.0,0.3299999999999999,1,[0.3299999999999999],4
trading_outer_01,edge_0.05_after_16_buy_yes_2,False,0.0006928269163000156,0.0,0.3299999999999999,1,[0.3299999999999999],4
trading_outer_01,edge_0.05_after_16_buy_yes_unlimited,False,0.0006928269163000156,0.0,0.3299999999999999,1,[0.3299999999999999],3
trading_outer_01,edge_0.05_after_16_buy_no_1,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.05_after_16_buy_no_2,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.05_after_16_buy_no_unlimited,False,0.0,0.0,0.0,0,[0.0],3
trading_outer_01,edge_0.05_after_12_both_1,False,0.0036348867151188013,-0.00018981208603485733,1.7299999999999995,8,[1.7299999999999995],3
trading_outer_01,edge_0.05_after_12_both_2,False,0.003382532953859707,-0.00021980217803974078,1.6099999999999994,10,[1.6099999999999994],3
trading_outer_01,edge_0.05_after_12_both_unlimited,False,0.003382532953859707,-0.00021980217803974078,1.6099999999999994,10,[1.6099999999999994],2
trading_outer_01,edge_0.05_after_12_buy_yes_1,False,0.0036348867151188013,-0.00018981208603485733,1.7299999999999995,8,[1.7299999999999995],4
trading_outer_01,edge_0.05_after_12_buy_yes_2,False,0.003382532953859707,-0.00021980217803974078,1.6099999999999994,10,[1.6099999999999994],4
trading_outer_01,edge_0.05_after_12_buy_yes_unlimited,False,0.003382532953859707,-0.00021980217803974078,1.6099999999999994,10,[1.6099999999999994],3
trading_outer_01,edge_0.05_after_12_buy_no_1,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.05_after_12_buy_no_2,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.05_after_12_buy_no_unlimited,False,0.0,0.0,0.0,0,[0.0],3
trading_outer_01,edge_0.075_all_both_1,True,0.015025202924373149,-0.0006599999999999939,7.13,21,[7.13],2
trading_outer_01,edge_0.075_all_both_2,True,0.016421968961150668,-0.0006599999999999939,7.789999999999999,30,[7.789999999999999],2
trading_outer_01,edge_0.075_all_both_unlimited,True,0.017353705063693825,-0.0006599999999999939,8.229999999999999,32,[8.229999999999999],1
trading_outer_01,edge_0.075_all_buy_yes_1,True,0.015025202924373149,-0.0006599999999999939,7.13,21,[7.13],3
trading_outer_01,edge_0.075_all_buy_yes_2,True,0.016421968961150668,-0.0006599999999999939,7.789999999999999,30,[7.789999999999999],3
trading_outer_01,edge_0.075_all_buy_yes_unlimited,True,0.017353705063693825,-0.0006599999999999939,8.229999999999999,32,[8.229999999999999],2
trading_outer_01,edge_0.075_all_buy_no_1,False,0.0,0.0,0.0,0,[0.0],3
trading_outer_01,edge_0.075_all_buy_no_2,False,0.0,0.0,0.0,0,[0.0],3
trading_outer_01,edge_0.075_all_buy_no_unlimited,False,0.0,0.0,0.0,0,[0.0],2
trading_outer_01,edge_0.075_before_12_both_1,False,0.012065694983233621,-0.0006599999999999939,5.7299999999999995,16,[5.7299999999999995],3
trading_outer_01,edge_0.075_before_12_both_2,True,0.013819714310902897,-0.0006599999999999939,6.56,22,[6.56],3
trading_outer_01,edge_0.075_before_12_both_unlimited,True,0.01475020089667245,-0.0006599999999999939,7.0,24,[7.0],2
trading_outer_01,edge_0.075_before_12_buy_yes_1,False,0.012065694983233621,-0.0006599999999999939,5.7299999999999995,16,[5.7299999999999995],4
trading_outer_01,edge_0.075_before_12_buy_yes_2,True,0.013819714310902897,-0.0006599999999999939,6.56,22,[6.56],4
trading_outer_01,edge_0.075_before_12_buy_yes_unlimited,True,0.01475020089667245,-0.0006599999999999939,7.0,24,[7.0],3
trading_outer_01,edge_0.075_before_12_buy_no_1,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.075_before_12_buy_no_2,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.075_before_12_buy_no_unlimited,False,0.0,0.0,0.0,0,[0.0],3
trading_outer_01,edge_0.075_12_to_16_both_1,False,0.0021422769202046332,-0.0001898746827093678,1.0199999999999998,5,[1.0199999999999998],3
trading_outer_01,edge_0.075_12_to_16_both_2,False,0.0018901197498277789,-0.00021987467143735895,0.8999999999999999,7,[0.8999999999999999],3
trading_outer_01,edge_0.075_12_to_16_both_unlimited,False,0.0018901197498277789,-0.00021987467143735895,0.8999999999999999,7,[0.8999999999999999],2
trading_outer_01,edge_0.075_12_to_16_buy_yes_1,False,0.0021422769202046332,-0.0001898746827093678,1.0199999999999998,5,[1.0199999999999998],4
trading_outer_01,edge_0.075_12_to_16_buy_yes_2,False,0.0018901197498277789,-0.00021987467143735895,0.8999999999999999,7,[0.8999999999999999],4
trading_outer_01,edge_0.075_12_to_16_buy_yes_unlimited,False,0.0018901197498277789,-0.00021987467143735895,0.8999999999999999,7,[0.8999999999999999],3
trading_outer_01,edge_0.075_12_to_16_buy_no_1,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.075_12_to_16_buy_no_2,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.075_12_to_16_buy_no_unlimited,False,0.0,0.0,0.0,0,[0.0],3
trading_outer_01,edge_0.075_after_16_both_1,False,0.0006928269163000156,0.0,0.3299999999999999,1,[0.3299999999999999],3
trading_outer_01,edge_0.075_after_16_both_2,False,0.0006928269163000156,0.0,0.3299999999999999,1,[0.3299999999999999],3
trading_outer_01,edge_0.075_after_16_both_unlimited,False,0.0006928269163000156,0.0,0.3299999999999999,1,[0.3299999999999999],2
trading_outer_01,edge_0.075_after_16_buy_yes_1,False,0.0006928269163000156,0.0,0.3299999999999999,1,[0.3299999999999999],4
trading_outer_01,edge_0.075_after_16_buy_yes_2,False,0.0006928269163000156,0.0,0.3299999999999999,1,[0.3299999999999999],4
trading_outer_01,edge_0.075_after_16_buy_yes_unlimited,False,0.0006928269163000156,0.0,0.3299999999999999,1,[0.3299999999999999],3
trading_outer_01,edge_0.075_after_16_buy_no_1,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.075_after_16_buy_no_2,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.075_after_16_buy_no_unlimited,False,0.0,0.0,0.0,0,[0.0],3
trading_outer_01,edge_0.075_after_12_both_1,False,0.002835880459725937,-0.00018981208603485733,1.3499999999999999,6,[1.3499999999999999],3
trading_outer_01,edge_0.075_after_12_both_2,False,0.002583631917840723,-0.00021980217803974078,1.2299999999999998,8,[1.2299999999999998],3
trading_outer_01,edge_0.075_after_12_both_unlimited,False,0.002583631917840723,-0.00021980217803974078,1.2299999999999998,8,[1.2299999999999998],2
trading_outer_01,edge_0.075_after_12_buy_yes_1,False,0.002835880459725937,-0.00018981208603485733,1.3499999999999999,6,[1.3499999999999999],4
trading_outer_01,edge_0.075_after_12_buy_yes_2,False,0.002583631917840723,-0.00021980217803974078,1.2299999999999998,8,[1.2299999999999998],4
trading_outer_01,edge_0.075_after_12_buy_yes_unlimited,False,0.002583631917840723,-0.00021980217803974078,1.2299999999999998,8,[1.2299999999999998],3
trading_outer_01,edge_0.075_after_12_buy_no_1,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.075_after_12_buy_no_2,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.075_after_12_buy_no_unlimited,False,0.0,0.0,0.0,0,[0.0],3
trading_outer_01,edge_0.1_all_both_1,False,0.009047439964155135,-0.00019921112394916118,4.300000000000001,13,[4.300000000000001],2
trading_outer_01,edge_0.1_all_both_2,True,0.010545424146319426,-0.00021964636934534987,5.010000000000001,21,[5.010000000000001],2
trading_outer_01,edge_0.1_all_both_unlimited,True,0.01215018956123548,-0.00012979103643129264,5.77,22,[5.77],1
trading_outer_01,edge_0.1_all_buy_yes_1,False,0.009047439964155135,-0.00019921112394916118,4.300000000000001,13,[4.300000000000001],3
trading_outer_01,edge_0.1_all_buy_yes_2,True,0.010545424146319426,-0.00021964636934534987,5.010000000000001,21,[5.010000000000001],3
trading_outer_01,edge_0.1_all_buy_yes_unlimited,True,0.01215018956123548,-0.00012979103643129264,5.77,22,[5.77],2
trading_outer_01,edge_0.1_all_buy_no_1,False,0.0,0.0,0.0,0,[0.0],3
trading_outer_01,edge_0.1_all_buy_no_2,False,0.0,0.0,0.0,0,[0.0],3
trading_outer_01,edge_0.1_all_buy_no_unlimited,False,0.0,0.0,0.0,0,[0.0],2
trading_outer_01,edge_0.1_before_12_both_1,False,0.0067921124702554625,-0.00019942366560632419,3.23,9,[3.23],3
trading_outer_01,edge_0.1_before_12_both_2,False,0.008541342239653194,-8.990649724283095e-05,4.0600000000000005,15,[4.0600000000000005],3
trading_outer_01,edge_0.1_before_12_both_unlimited,False,0.010144441115792269,0.0,4.819999999999999,16,[4.819999999999999],2
trading_outer_01,edge_0.1_before_12_buy_yes_1,False,0.0067921124702554625,-0.00019942366560632419,3.23,9,[3.23],4
trading_outer_01,edge_0.1_before_12_buy_yes_2,False,0.008541342239653194,-8.990649724283095e-05,4.0600000000000005,15,[4.0600000000000005],4
trading_outer_01,edge_0.1_before_12_buy_yes_unlimited,False,0.010144441115792269,0.0,4.819999999999999,16,[4.819999999999999],3
trading_outer_01,edge_0.1_before_12_buy_no_1,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.1_before_12_buy_no_2,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.1_before_12_buy_no_unlimited,False,0.0,0.0,0.0,0,[0.0],3
trading_outer_01,edge_0.1_12_to_16_both_1,False,0.0022473522140229463,-0.0001898746827093678,1.0699999999999998,4,[1.0699999999999998],3
trading_outer_01,edge_0.1_12_to_16_both_2,False,0.0019951811996699043,-0.00021987467143735895,0.95,6,[0.95],3
trading_outer_01,edge_0.1_12_to_16_both_unlimited,False,0.0019951811996699043,-0.00021987467143735895,0.95,6,[0.95],2
trading_outer_01,edge_0.1_12_to_16_buy_yes_1,False,0.0022473522140229463,-0.0001898746827093678,1.0699999999999998,4,[1.0699999999999998],4
trading_outer_01,edge_0.1_12_to_16_buy_yes_2,False,0.0019951811996699043,-0.00021987467143735895,0.95,6,[0.95],4
trading_outer_01,edge_0.1_12_to_16_buy_yes_unlimited,False,0.0019951811996699043,-0.00021987467143735895,0.95,6,[0.95],3
trading_outer_01,edge_0.1_12_to_16_buy_no_1,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.1_12_to_16_buy_no_2,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.1_12_to_16_buy_no_unlimited,False,0.0,0.0,0.0,0,[0.0],3
trading_outer_01,edge_0.1_after_16_both_1,False,0.0,0.0,0.0,0,[0.0],3
trading_outer_01,edge_0.1_after_16_both_2,False,0.0,0.0,0.0,0,[0.0],3
trading_outer_01,edge_0.1_after_16_both_unlimited,False,0.0,0.0,0.0,0,[0.0],2
trading_outer_01,edge_0.1_after_16_buy_yes_1,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.1_after_16_buy_yes_2,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.1_after_16_buy_yes_unlimited,False,0.0,0.0,0.0,0,[0.0],3
trading_outer_01,edge_0.1_after_16_buy_no_1,False,0.0,0.0,0.0,0,[0.0],4
