run_id,feature_set,feature_count,distribution,hyperparams_name,sigma_factor,split,nll,bucket_log_loss,bucket_brier,mean_sigma,median_sigma,nll_rank,brier_rank,log_loss_rank,rank_sum
current36__normal__mid_300_lr002_depth3_leaf50_sub08_direct,current36,36,normal,mid_300_lr002_depth3_leaf50_sub08_direct,1.15,validation,1.9210214006922635,1.1575965148451275,0.12495747244023556,1.9199429112207664,1.9398584032884112,77.0,134.0,119.0,330.0
current36__normal__mid_300_lr002_depth3_leaf50_sub08_direct,current36,36,normal,mid_300_lr002_depth3_leaf50_sub08_direct,1.15,test,1.8754272388671656,1.1438170417312807,0.12060749456296345,2.0344888952918554,1.9982495783008491,77.0,134.0,119.0,330.0
current36__normal__mid_300_lr002_depth3_leaf50_sub08_direct,current36,36,normal,mid_300_lr002_depth3_leaf50_sub08_direct,1.2,validation,1.9210004225233581,1.1593966813258725,0.12493976248865775,2.0034186899694957,2.024200072996603,76.0,130.0,124.0,330.0
current36__normal__mid_300_lr002_depth3_leaf50_sub08_direct,current36,36,normal,mid_300_lr002_depth3_leaf50_sub08_direct,1.2,test,1.8819964961212803,1.1471419556403715,0.12091890067590069,2.122944934217588,2.085129994748712,76.0,130.0,124.0,330.0
current36__normal__mid_300_lr002_depth3_leaf50_sub08_direct,current36,36,normal,mid_300_lr002_depth3_leaf50_sub08_direct,1.25,validation,1.9242485773681812,1.1627673318222052,0.12504348021176093,2.0868944687182247,2.1085417427047948,84.0,136.0,131.0,351.0
current36__normal__mid_300_lr002_depth3_leaf50_sub08_direct,current36,36,normal,mid_300_lr002_depth3_leaf50_sub08_direct,1.25,test,1.8910599868775972,1.1519301869886134,0.12132933599371365,2.2114009731433213,2.1720104111965757,84.0,136.0,131.0,351.0
current36__normal__mid_300_lr002_depth3_leaf50_sub08_direct,current36,36,normal,mid_300_lr002_depth3_leaf50_sub08_direct,1.3,validation,1.9301469528114796,1.1674466801976948,0.12525438885386536,2.1703702474669537,2.1928834124129866,100.0,144.0,141.0,385.0
current36__normal__mid_300_lr002_depth3_leaf50_sub08_direct,current36,36,normal,mid_300_lr002_depth3_leaf50_sub08_direct,1.3,test,1.902115689568088,1.1579311747102081,0.12182671422884721,2.2998570120690545,2.2588908276444384,100.0,144.0,141.0,385.0
current36__normal__mid_300_lr002_depth3_leaf50_sub08_direct,current36,36,normal,mid_300_lr002_depth3_leaf50_sub08_direct,1.4,validation,1.9480009785010195,1.179907425254638,0.1259486178209443,2.3373218049644113,2.36156675182937,146.0,168.0,181.0,495.0
current36__normal__mid_300_lr002_depth3_leaf50_sub08_direct,current36,36,normal,mid_300_lr002_depth3_leaf50_sub08_direct,1.4,test,1.9286761875761935,1.1727850190785571,0.1230401417446219,2.4767690899205195,2.4326516605401642,146.0,168.0,181.0,495.0
current36__normal__mid_300_lr002_depth3_leaf50_sub08_direct,current36,36,normal,mid_300_lr002_depth3_leaf50_sub08_direct,1.5,validation,1.9716110365524222,1.1954596063537481,0.1269370024312222,2.5042733624618694,2.5302500912457537,197.0,200.0,216.0,613.0
current36__normal__mid_300_lr002_depth3_leaf50_sub08_direct,current36,36,normal,mid_300_lr002_depth3_leaf50_sub08_direct,1.5,test,1.959310183213323,1.19044773264253,0.12448527435632002,2.6536811677719854,2.60641249343589,197.0,200.0,216.0,613.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,0.6,validation,2.61935747450046,1.4405723778968142,0.1420799188995822,1.0369082877468212,1.0608475105608943,345.0,330.0,331.0,1006.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,0.6,test,2.3503269124084345,1.3955091861350715,0.13231132010438845,1.0978834797332566,1.0837542626219163,345.0,330.0,331.0,1006.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,0.65,validation,2.429538470994097,1.3669149921843984,0.13860022809103917,1.1233173117257231,1.1492514697743024,329.0,311.0,314.0,954.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,0.65,test,2.2050124396297677,1.326934725778685,0.1296818845240617,1.189373769711028,1.1740671178404096,329.0,311.0,314.0,954.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,0.7,validation,2.289519436399361,1.3110893511979562,0.13573273139889425,1.2097263357046246,1.23765542898771,311.0,291.0,295.0,897.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,0.7,test,2.1003063877838635,1.2752653674582668,0.1275773608720138,1.2808640596887995,1.2643799730589025,311.0,291.0,295.0,897.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,0.75,validation,2.185765565487268,1.2689254222791708,0.13337674106822583,1.2961353596835266,1.3260593882011182,292.0,276.0,274.0,842.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,0.75,test,2.0250412293741618,1.2367659043814212,0.12590577285060925,1.3723543496665707,1.3546928282773956,292.0,276.0,274.0,842.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,0.8,validation,2.1089235361376897,1.2372519791879961,0.1314535351514186,1.3825443836624285,1.414463347414526,271.0,257.0,259.0,787.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,0.8,test,1.9715151236728237,1.208339153859278,0.12459752238573218,1.4638446396443423,1.4450056834958886,271.0,257.0,259.0,787.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,0.85,validation,2.052375416870624,1.213755138480797,0.12990063519179645,1.46895340764133,1.5028673066279339,255.0,244.0,240.0,739.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,0.85,test,1.9342906714543322,1.1877318664829162,0.12359887551277823,1.5553349296221137,1.5353185387143815,255.0,244.0,240.0,739.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,0.9,validation,2.0113419339552263,1.1967122389393015,0.12866750543417665,1.555362431620232,1.5912712658413417,239.0,229.0,217.0,685.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,0.9,test,1.9094506094849903,1.1732719716852944,0.12286726553276735,1.6468252195998854,1.6256313939328748,239.0,229.0,217.0,685.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,0.95,validation,1.9823093568871621,1.1848183651556086,0.12771246674835918,1.6417714555991336,1.6796752250547495,211.0,216.0,198.0,625.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,0.95,test,1.8941225239227573,1.1636972706630069,0.12236804491106908,1.7383155095776563,1.7159442491513677,211.0,216.0,198.0,625.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,1.0,validation,1.962653391017736,1.1770700672915242,0.127000526998226,1.7281804795780353,1.7680791842681574,175.0,201.0,171.0,547.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,1.0,test,1.8861672306660122,1.1580406136036436,0.12207228897777025,1.8298057995554278,1.8062571043698608,175.0,201.0,171.0,547.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,1.05,validation,1.9503865169254364,1.1726855004912466,0.12650186115993078,1.8145895035569375,1.8564831434815654,152.0,191.0,155.0,498.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,1.05,test,1.8839696428892132,1.1555510773209043,0.12195532481606979,1.921296089533199,1.8965699595883538,152.0,191.0,155.0,498.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,1.1,validation,1.9439846892776351,1.1710483875480313,0.12619073721623802,1.9009985275358394,1.9448871026949734,137.0,181.0,148.0,466.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,1.1,test,1.8862954772363028,1.155638721103243,0.12199574478845039,2.012786379510971,1.986882814806847,137.0,181.0,148.0,466.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,1.15,validation,1.9422662324812972,1.1716679403130572,0.12604474330831356,1.9874075515147405,2.033291061908381,129.0,173.0,152.0,454.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,1.15,test,1.8921912312057185,1.1578351555913644,0.12217473780028458,2.104276669488742,2.07719567002534,129.0,173.0,152.0,454.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,1.2,validation,1.9443057793783174,1.174149702077051,0.12604421805857563,2.0738165754936424,2.1216950211217886,138.0,172.0,162.0,472.0
