model,split,bucket_schema,n_rows,nll,interval_log_loss,mean_bucket_brier,coverage_error_50,coverage_error_80,coverage_error_90,residual_mean,residual_std
ngboost_laplace_v0,validation,day9_forecast_error_intervals,8396,1.8028050801180027,1.1346020426308527,0.12419797879985614,-0.08313482610767031,0.038970938542162936,0.04437827536922345,0.013824009203736812,0.8730454486023083
ngboost_laplace_v0,test,day9_forecast_error_intervals,11610,1.6889620977271724,1.0907086101058592,0.11819926661672871,-0.02239448751076656,0.07295434969853565,0.05211024978466838,-0.18008284923016873,0.7899800679182928
empirical_baseline_day9,test,day9_forecast_error_intervals,11610,,1.2072757907093987,0.12709261025844248,,,,,
