model,split,bucket_schema,n_rows,nll,interval_log_loss,mean_bucket_brier,coverage_error_50,coverage_error_80,coverage_error_90,residual_mean,residual_std
ngboost_normal_v0,validation,day9_forecast_error_intervals,8396,1.7558630370002017,1.0892085690016178,0.12044839768013156,0.06800857551214867,0.05362077179609337,0.024845164363982875,0.004914717496936084,0.9360617313560119
ngboost_normal_v0,test,day9_forecast_error_intervals,11610,1.6873181437271778,1.0686533364056479,0.11720078360167663,0.11653746770025841,0.08363479758828596,0.041515934539190336,-0.21411611426611607,0.8401452932895346
empirical_baseline_day9,test,day9_forecast_error_intervals,11610,,1.2072757907093987,0.12709261025844248,,,,,
