fetched_at,evaluated_at,ticker,staleness_seconds,max_staleness_seconds,best_yes_bid,best_yes_bid_size,best_yes_ask,best_yes_ask_size,yes_spread,yes_midpoint,best_no_bid,best_no_bid_size,best_no_ask,best_no_ask_size,no_spread,no_midpoint,yes_bid_depth,yes_ask_depth,no_bid_depth,no_ask_depth,max_spread_dollars,orderbook_status,orderbook_reason,event_ticker,close_time,market_status,eligible
2026-09-01T01:10:19.648033+00:00,2026-09-01T01:10:19.648033+00:00,KXHIGHNY-26AUG31-B80.5,0.0,,,,0.01,27802.71,,,0.99,27802.71,,,,,0.0,29834.92,29834.92,0.0,,OK,,KXHIGHNY-26AUG31,2026-09-01T05:00:00Z,active,True
2026-09-01T01:10:19.648033+00:00,2026-09-01T01:10:19.648033+00:00,KXHIGHNY-26AUG31-B78.5,0.0,,0.99,27840.03,,,,,,,0.01,27840.03,,,28728.059999999998,0.0,0.0,28728.059999999998,,OK,,KXHIGHNY-26AUG31,2026-09-01T05:00:00Z,active,True
2026-09-01T07:37:36.788720+00:00,2026-09-01T07:37:36.788720+00:00,KXHIGHNY-26SEP01-T90,0.0,,,,0.01,8978.72,,,0.99,8978.72,,,,,0.0,11363.72,11363.72,0.0,,OK,,KXHIGHNY-26SEP01,2026-09-02T05:00:00Z,active,True
2026-09-01T07:37:36.788720+00:00,2026-09-01T07:37:36.788720+00:00,KXHIGHNY-26SEP01-T83,0.0,,0.6,35.0,0.62,45.0,0.020000000000000018,0.61,0.38,45.0,0.4,35.0,0.020000000000000018,0.39,1327.57,1976.73,1976.73,1327.57,,OK,,KXHIGHNY-26SEP01,2026-09-02T05:00:00Z,active,True
2026-09-01T07:37:36.788720+00:00,2026-09-01T07:37:36.788720+00:00,KXHIGHNY-26SEP01-B89.5,0.0,,,,0.01,112.23,,,0.99,112.23,,,,,0.0,4877.23,4877.23,0.0,,OK,,KXHIGHNY-26SEP01,2026-09-02T05:00:00Z,active,True
2026-09-01T07:37:36.788720+00:00,2026-09-01T07:37:36.788720+00:00,KXHIGHNY-26SEP01-B87.5,0.0,,0.01,1718.43,0.02,33.0,0.01,0.015,0.98,33.0,0.99,1718.43,0.010000000000000009,0.985,1718.43,1723.0,1723.0,1718.43,,OK,,KXHIGHNY-26SEP01,2026-09-02T05:00:00Z,active,True
2026-09-01T07:37:36.788720+00:00,2026-09-01T07:37:36.788720+00:00,KXHIGHNY-26SEP01-B85.5,0.0,,0.09,56.0,0.1,75.0,0.010000000000000009,0.095,0.9,75.0,0.91,56.0,0.010000000000000009,0.905,3745.15,1842.4099999999999,1842.4099999999999,3745.15,,OK,,KXHIGHNY-26SEP01,2026-09-02T05:00:00Z,active,True
2026-09-01T07:37:36.788720+00:00,2026-09-01T07:37:36.788720+00:00,KXHIGHNY-26SEP01-B83.5,0.0,,0.27,6.16,0.28,1.0,0.010000000000000009,0.275,0.72,1.0,0.73,6.16,0.010000000000000009,0.725,2143.19,626.76,626.76,2143.19,,OK,,KXHIGHNY-26SEP01,2026-09-02T05:00:00Z,active,True
2026-09-01T13:23:50.552096+00:00,2026-09-01T13:23:50.552096+00:00,KXHIGHNY-26SEP01-T90,0.0,,,,0.01,9338.43,,,0.99,9338.43,,,,,0.0,12343.43,12343.43,0.0,,OK,,KXHIGHNY-26SEP01,2026-09-02T05:00:00Z,active,True
2026-09-01T13:23:50.552096+00:00,2026-09-01T13:23:50.552096+00:00,KXHIGHNY-26SEP01-T83,0.0,,0.64,408.0,0.65,110.74,0.010000000000000009,0.645,0.35,110.74,0.36,408.0,0.010000000000000009,0.355,1013.0400000000001,1302.69,1302.69,1013.0400000000001,,OK,,KXHIGHNY-26SEP01,2026-09-02T05:00:00Z,active,True
2026-09-01T13:23:50.552096+00:00,2026-09-01T13:23:50.552096+00:00,KXHIGHNY-26SEP01-B89.5,0.0,,,,0.01,537.61,,,0.99,537.61,,,,,0.0,4816.610000000001,4816.610000000001,0.0,,OK,,KXHIGHNY-26SEP01,2026-09-02T05:00:00Z,active,True
2026-09-01T13:23:50.552096+00:00,2026-09-01T13:23:50.552096+00:00,KXHIGHNY-26SEP01-B87.5,0.0,,0.01,128.0,0.02,79.0,0.01,0.015,0.98,79.0,0.99,128.0,0.010000000000000009,0.985,128.0,1592.0,1592.0,128.0,,OK,,KXHIGHNY-26SEP01,2026-09-02T05:00:00Z,active,True
2026-09-01T13:23:50.552096+00:00,2026-09-01T13:23:50.552096+00:00,KXHIGHNY-26SEP01-B85.5,0.0,,0.05,23.0,0.06,167.18,0.009999999999999995,0.055,0.94,167.18,0.95,23.0,0.010000000000000009,0.945,2774.56,1855.54,1855.54,2774.56,,OK,,KXHIGHNY-26SEP01,2026-09-02T05:00:00Z,active,True
