date,catalog_url,file_url,filename,inferred_variable,issue_time,center,local_path,download_status,skip_reason
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCAZ88_KWBN_202306061953,YCAZ88_KWBN_202306061953,,2023-06-06T19:53:00,KWBN,data\raw\ndfd\202306\20230606\YCAZ88_KWBN_202306061953,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCAZ88_KWBN_202306062053,YCAZ88_KWBN_202306062053,,2023-06-06T20:53:00,KWBN,data\raw\ndfd\202306\20230606\YCAZ88_KWBN_202306062053,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCAZ88_KWBN_202306062149,YCAZ88_KWBN_202306062149,,2023-06-06T21:49:00,KWBN,data\raw\ndfd\202306\20230606\YCAZ88_KWBN_202306062149,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCAZ88_KWBN_202306062250,YCAZ88_KWBN_202306062250,,2023-06-06T22:50:00,KWBN,data\raw\ndfd\202306\20230606\YCAZ88_KWBN_202306062250,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCAZ88_KWBN_202306062353,YCAZ88_KWBN_202306062353,,2023-06-06T23:53:00,KWBN,data\raw\ndfd\202306\20230606\YCAZ88_KWBN_202306062353,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCAZ97_KWBN_202306062136,YCAZ97_KWBN_202306062136,,2023-06-06T21:36:00,KWBN,data\raw\ndfd\202306\20230606\YCAZ97_KWBN_202306062136,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCAZ97_KWBN_202306062335,YCAZ97_KWBN_202306062335,,2023-06-06T23:35:00,KWBN,data\raw\ndfd\202306\20230606\YCAZ97_KWBN_202306062335,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCAZ98_KWBN_202306061852,YCAZ98_KWBN_202306061852,,2023-06-06T18:52:00,KWBN,data\raw\ndfd\202306\20230606\YCAZ98_KWBN_202306061852,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCAZ98_KWBN_202306061953,YCAZ98_KWBN_202306061953,,2023-06-06T19:53:00,KWBN,data\raw\ndfd\202306\20230606\YCAZ98_KWBN_202306061953,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCAZ98_KWBN_202306062053,YCAZ98_KWBN_202306062053,,2023-06-06T20:53:00,KWBN,data\raw\ndfd\202306\20230606\YCAZ98_KWBN_202306062053,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCAZ98_KWBN_202306062149,YCAZ98_KWBN_202306062149,,2023-06-06T21:49:00,KWBN,data\raw\ndfd\202306\20230606\YCAZ98_KWBN_202306062149,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCAZ98_KWBN_202306062250,YCAZ98_KWBN_202306062250,,2023-06-06T22:50:00,KWBN,data\raw\ndfd\202306\20230606\YCAZ98_KWBN_202306062250,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCAZ98_KWBN_202306062353,YCAZ98_KWBN_202306062353,,2023-06-06T23:53:00,KWBN,data\raw\ndfd\202306\20230606\YCAZ98_KWBN_202306062353,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCBZ97_KWBN_202306062136,YCBZ97_KWBN_202306062136,,2023-06-06T21:36:00,KWBN,data\raw\ndfd\202306\20230606\YCBZ97_KWBN_202306062136,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCBZ97_KWBN_202306062335,YCBZ97_KWBN_202306062335,,2023-06-06T23:35:00,KWBN,data\raw\ndfd\202306\20230606\YCBZ97_KWBN_202306062335,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCBZ98_KWBN_202306061851,YCBZ98_KWBN_202306061851,,2023-06-06T18:51:00,KWBN,data\raw\ndfd\202306\20230606\YCBZ98_KWBN_202306061851,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCBZ98_KWBN_202306061953,YCBZ98_KWBN_202306061953,,2023-06-06T19:53:00,KWBN,data\raw\ndfd\202306\20230606\YCBZ98_KWBN_202306061953,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCBZ98_KWBN_202306062053,YCBZ98_KWBN_202306062053,,2023-06-06T20:53:00,KWBN,data\raw\ndfd\202306\20230606\YCBZ98_KWBN_202306062053,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCBZ98_KWBN_202306062149,YCBZ98_KWBN_202306062149,,2023-06-06T21:49:00,KWBN,data\raw\ndfd\202306\20230606\YCBZ98_KWBN_202306062149,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCBZ98_KWBN_202306062250,YCBZ98_KWBN_202306062250,,2023-06-06T22:50:00,KWBN,data\raw\ndfd\202306\20230606\YCBZ98_KWBN_202306062250,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCBZ98_KWBN_202306062353,YCBZ98_KWBN_202306062353,,2023-06-06T23:53:00,KWBN,data\raw\ndfd\202306\20230606\YCBZ98_KWBN_202306062353,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCCZ97_KWBN_202306062136,YCCZ97_KWBN_202306062136,,2023-06-06T21:36:00,KWBN,data\raw\ndfd\202306\20230606\YCCZ97_KWBN_202306062136,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCCZ97_KWBN_202306062335,YCCZ97_KWBN_202306062335,,2023-06-06T23:35:00,KWBN,data\raw\ndfd\202306\20230606\YCCZ97_KWBN_202306062335,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCCZ98_KWBN_202306061851,YCCZ98_KWBN_202306061851,,2023-06-06T18:51:00,KWBN,data\raw\ndfd\202306\20230606\YCCZ98_KWBN_202306061851,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCCZ98_KWBN_202306061953,YCCZ98_KWBN_202306061953,,2023-06-06T19:53:00,KWBN,data\raw\ndfd\202306\20230606\YCCZ98_KWBN_202306061953,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCCZ98_KWBN_202306062053,YCCZ98_KWBN_202306062053,,2023-06-06T20:53:00,KWBN,data\raw\ndfd\202306\20230606\YCCZ98_KWBN_202306062053,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCCZ98_KWBN_202306062149,YCCZ98_KWBN_202306062149,,2023-06-06T21:49:00,KWBN,data\raw\ndfd\202306\20230606\YCCZ98_KWBN_202306062149,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCCZ98_KWBN_202306062250,YCCZ98_KWBN_202306062250,,2023-06-06T22:50:00,KWBN,data\raw\ndfd\202306\20230606\YCCZ98_KWBN_202306062250,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCCZ98_KWBN_202306062353,YCCZ98_KWBN_202306062353,,2023-06-06T23:53:00,KWBN,data\raw\ndfd\202306\20230606\YCCZ98_KWBN_202306062353,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCDZ97_KWBN_202306062136,YCDZ97_KWBN_202306062136,,2023-06-06T21:36:00,KWBN,data\raw\ndfd\202306\20230606\YCDZ97_KWBN_202306062136,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCDZ97_KWBN_202306062335,YCDZ97_KWBN_202306062335,,2023-06-06T23:35:00,KWBN,data\raw\ndfd\202306\20230606\YCDZ97_KWBN_202306062335,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCDZ98_KWBN_202306061851,YCDZ98_KWBN_202306061851,,2023-06-06T18:51:00,KWBN,data\raw\ndfd\202306\20230606\YCDZ98_KWBN_202306061851,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCDZ98_KWBN_202306061953,YCDZ98_KWBN_202306061953,,2023-06-06T19:53:00,KWBN,data\raw\ndfd\202306\20230606\YCDZ98_KWBN_202306061953,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCDZ98_KWBN_202306062053,YCDZ98_KWBN_202306062053,,2023-06-06T20:53:00,KWBN,data\raw\ndfd\202306\20230606\YCDZ98_KWBN_202306062053,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCDZ98_KWBN_202306062149,YCDZ98_KWBN_202306062149,,2023-06-06T21:49:00,KWBN,data\raw\ndfd\202306\20230606\YCDZ98_KWBN_202306062149,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCDZ98_KWBN_202306062250,YCDZ98_KWBN_202306062250,,2023-06-06T22:50:00,KWBN,data\raw\ndfd\202306\20230606\YCDZ98_KWBN_202306062250,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCDZ98_KWBN_202306062353,YCDZ98_KWBN_202306062353,,2023-06-06T23:53:00,KWBN,data\raw\ndfd\202306\20230606\YCDZ98_KWBN_202306062353,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCEZ97_KWBN_202306062136,YCEZ97_KWBN_202306062136,,2023-06-06T21:36:00,KWBN,data\raw\ndfd\202306\20230606\YCEZ97_KWBN_202306062136,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCEZ97_KWBN_202306062335,YCEZ97_KWBN_202306062335,,2023-06-06T23:35:00,KWBN,data\raw\ndfd\202306\20230606\YCEZ97_KWBN_202306062335,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCEZ98_KWBN_202306061851,YCEZ98_KWBN_202306061851,,2023-06-06T18:51:00,KWBN,data\raw\ndfd\202306\20230606\YCEZ98_KWBN_202306061851,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCEZ98_KWBN_202306061953,YCEZ98_KWBN_202306061953,,2023-06-06T19:53:00,KWBN,data\raw\ndfd\202306\20230606\YCEZ98_KWBN_202306061953,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCEZ98_KWBN_202306062053,YCEZ98_KWBN_202306062053,,2023-06-06T20:53:00,KWBN,data\raw\ndfd\202306\20230606\YCEZ98_KWBN_202306062053,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCEZ98_KWBN_202306062149,YCEZ98_KWBN_202306062149,,2023-06-06T21:49:00,KWBN,data\raw\ndfd\202306\20230606\YCEZ98_KWBN_202306062149,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCEZ98_KWBN_202306062250,YCEZ98_KWBN_202306062250,,2023-06-06T22:50:00,KWBN,data\raw\ndfd\202306\20230606\YCEZ98_KWBN_202306062250,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCEZ98_KWBN_202306062353,YCEZ98_KWBN_202306062353,,2023-06-06T23:53:00,KWBN,data\raw\ndfd\202306\20230606\YCEZ98_KWBN_202306062353,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCFZ97_KWBN_202306062136,YCFZ97_KWBN_202306062136,,2023-06-06T21:36:00,KWBN,data\raw\ndfd\202306\20230606\YCFZ97_KWBN_202306062136,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCFZ97_KWBN_202306062335,YCFZ97_KWBN_202306062335,,2023-06-06T23:35:00,KWBN,data\raw\ndfd\202306\20230606\YCFZ97_KWBN_202306062335,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCFZ98_KWBN_202306061851,YCFZ98_KWBN_202306061851,,2023-06-06T18:51:00,KWBN,data\raw\ndfd\202306\20230606\YCFZ98_KWBN_202306061851,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCFZ98_KWBN_202306061953,YCFZ98_KWBN_202306061953,,2023-06-06T19:53:00,KWBN,data\raw\ndfd\202306\20230606\YCFZ98_KWBN_202306061953,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCFZ98_KWBN_202306062053,YCFZ98_KWBN_202306062053,,2023-06-06T20:53:00,KWBN,data\raw\ndfd\202306\20230606\YCFZ98_KWBN_202306062053,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCFZ98_KWBN_202306062149,YCFZ98_KWBN_202306062149,,2023-06-06T21:49:00,KWBN,data\raw\ndfd\202306\20230606\YCFZ98_KWBN_202306062149,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCFZ98_KWBN_202306062250,YCFZ98_KWBN_202306062250,,2023-06-06T22:50:00,KWBN,data\raw\ndfd\202306\20230606\YCFZ98_KWBN_202306062250,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCFZ98_KWBN_202306062353,YCFZ98_KWBN_202306062353,,2023-06-06T23:53:00,KWBN,data\raw\ndfd\202306\20230606\YCFZ98_KWBN_202306062353,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCGZ97_KWBN_202306062136,YCGZ97_KWBN_202306062136,,2023-06-06T21:36:00,KWBN,data\raw\ndfd\202306\20230606\YCGZ97_KWBN_202306062136,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCGZ97_KWBN_202306062335,YCGZ97_KWBN_202306062335,,2023-06-06T23:35:00,KWBN,data\raw\ndfd\202306\20230606\YCGZ97_KWBN_202306062335,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCGZ98_KWBN_202306061852,YCGZ98_KWBN_202306061852,,2023-06-06T18:52:00,KWBN,data\raw\ndfd\202306\20230606\YCGZ98_KWBN_202306061852,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCGZ98_KWBN_202306061953,YCGZ98_KWBN_202306061953,,2023-06-06T19:53:00,KWBN,data\raw\ndfd\202306\20230606\YCGZ98_KWBN_202306061953,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCGZ98_KWBN_202306062053,YCGZ98_KWBN_202306062053,,2023-06-06T20:53:00,KWBN,data\raw\ndfd\202306\20230606\YCGZ98_KWBN_202306062053,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCGZ98_KWBN_202306062149,YCGZ98_KWBN_202306062149,,2023-06-06T21:49:00,KWBN,data\raw\ndfd\202306\20230606\YCGZ98_KWBN_202306062149,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCGZ98_KWBN_202306062250,YCGZ98_KWBN_202306062250,,2023-06-06T22:50:00,KWBN,data\raw\ndfd\202306\20230606\YCGZ98_KWBN_202306062250,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCGZ98_KWBN_202306062353,YCGZ98_KWBN_202306062353,,2023-06-06T23:53:00,KWBN,data\raw\ndfd\202306\20230606\YCGZ98_KWBN_202306062353,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCHZ97_KWBN_202306062136,YCHZ97_KWBN_202306062136,,2023-06-06T21:36:00,KWBN,data\raw\ndfd\202306\20230606\YCHZ97_KWBN_202306062136,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCHZ97_KWBN_202306062335,YCHZ97_KWBN_202306062335,,2023-06-06T23:35:00,KWBN,data\raw\ndfd\202306\20230606\YCHZ97_KWBN_202306062335,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCHZ98_KWBN_202306061851,YCHZ98_KWBN_202306061851,,2023-06-06T18:51:00,KWBN,data\raw\ndfd\202306\20230606\YCHZ98_KWBN_202306061851,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCHZ98_KWBN_202306061953,YCHZ98_KWBN_202306061953,,2023-06-06T19:53:00,KWBN,data\raw\ndfd\202306\20230606\YCHZ98_KWBN_202306061953,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCHZ98_KWBN_202306062053,YCHZ98_KWBN_202306062053,,2023-06-06T20:53:00,KWBN,data\raw\ndfd\202306\20230606\YCHZ98_KWBN_202306062053,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCHZ98_KWBN_202306062149,YCHZ98_KWBN_202306062149,,2023-06-06T21:49:00,KWBN,data\raw\ndfd\202306\20230606\YCHZ98_KWBN_202306062149,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCHZ98_KWBN_202306062250,YCHZ98_KWBN_202306062250,,2023-06-06T22:50:00,KWBN,data\raw\ndfd\202306\20230606\YCHZ98_KWBN_202306062250,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCHZ98_KWBN_202306062353,YCHZ98_KWBN_202306062353,,2023-06-06T23:53:00,KWBN,data\raw\ndfd\202306\20230606\YCHZ98_KWBN_202306062353,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCIZ97_KWBN_202306062136,YCIZ97_KWBN_202306062136,,2023-06-06T21:36:00,KWBN,data\raw\ndfd\202306\20230606\YCIZ97_KWBN_202306062136,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCIZ97_KWBN_202306062335,YCIZ97_KWBN_202306062335,,2023-06-06T23:35:00,KWBN,data\raw\ndfd\202306\20230606\YCIZ97_KWBN_202306062335,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCIZ98_KWBN_202306061851,YCIZ98_KWBN_202306061851,,2023-06-06T18:51:00,KWBN,data\raw\ndfd\202306\20230606\YCIZ98_KWBN_202306061851,dry_run,
2023-06-06,https://www.ncei.noaa.gov/thredds/catalog/model-ndfd-file/access/202306/20230606/catalog.xml,https://www.ncei.noaa.gov/thredds/fileServer/model-ndfd-file/access/202306/20230606/YCIZ98_KWBN_202306061953,YCIZ98_KWBN_202306061953,,2023-06-06T19:53:00,KWBN,data\raw\ndfd\202306\20230606\YCIZ98_KWBN_202306061953,dry_run,
