trade_id,city,target_date,event_ticker,market_ticker,signal_timestamp,execution_timestamp,settlement_timestamp,prediction_time,probability_age_minutes,model_probability,side,entry_price,unadjusted_entry_price,quote_source,quote_field,execution_gap_minutes,contracts,gross_cost,fees,slippage_per_contract,cash_committed,predicted_edge,lower_confidence_edge,settlement,settlement_source,execution_assumption,evidence_label,supports_profitability_claim,cash_after_settlement,gross_pnl,net_pnl,outer_fold_id,selected_filter_candidate
215,NYC,2026-04-16,KXHIGHNY-26APR16,KXHIGHNY-26APR16-B84.5,2026-04-16 13:10:00+00:00,2026-04-16 13:11:00+00:00,2026-04-23 14:00:00+00:00,2026-04-16 13:00:00+00:00,10.0,0.1294006042553405,BUY_YES,0.05,0.04,kalshi_candlestick,yes_ask_open,1.0,1,0.05,0.01,0.01,0.06,0.0694006042553405,0.0300273375959693,0,kalshi_result,next_candle_open,historical_proxy_validated,False,997.7900000000008,-0.05,-0.06,trading_outer_02,edge_0_all_both_1
221,NYC,2026-04-17,KXHIGHNY-26APR17,KXHIGHNY-26APR17-B81.5,2026-04-17 13:15:00+00:00,2026-04-17 13:16:00+00:00,2026-04-24 14:00:00+00:00,2026-04-17 13:00:00+00:00,15.0,0.211469041365354,BUY_YES,0.11,0.1,kalshi_candlestick,yes_ask_open,1.0,1,0.11,0.01,0.0099999999999999,0.12,0.091469041365354,0.0409206357087947,1,kalshi_result,next_candle_open,historical_proxy_validated,False,999.7900000000008,0.89,0.88,trading_outer_02,edge_0_all_both_1
226,NYC,2026-04-20,KXHIGHNY-26APR20,KXHIGHNY-26APR20-B51.5,2026-04-20 20:05:00+00:00,2026-04-20 20:06:00+00:00,2026-04-27 14:00:00+00:00,2026-04-20 20:00:00+00:00,5.0,0.9793348705466286,BUY_YES,0.86,0.85,kalshi_candlestick,yes_ask_open,1.0,1,0.86,0.01,0.01,0.87,0.1093348705466286,0.0790993379719774,1,kalshi_result,next_candle_open,historical_proxy_validated,False,999.180000000001,0.14,0.13,trading_outer_02,edge_0_all_both_1
230,NYC,2026-04-21,KXHIGHNY-26APR21,KXHIGHNY-26APR21-B53.5,2026-04-21 19:10:00+00:00,2026-04-21 19:11:00+00:00,2026-04-28 14:00:00+00:00,2026-04-21 19:00:00+00:00,10.0,0.8846179266081674,BUY_YES,0.6900000000000001,0.68,kalshi_candlestick,yes_ask_open,1.0,1,0.6900000000000001,0.0199999999999999,0.01,0.71,0.1746179266081674,0.1233539444368487,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1000.180000000001,0.3099999999999999,0.29,trading_outer_02,edge_0_all_both_1
232,NYC,2026-04-22,KXHIGHNY-26APR22,KXHIGHNY-26APR22-T57,2026-04-22 16:50:00+00:00,2026-04-22 16:51:00+00:00,2026-04-29 14:00:00+00:00,2026-04-22 16:00:00+00:00,50.0,0.775235327038813,BUY_YES,0.6,0.59,kalshi_candlestick,yes_ask_open,1.0,1,0.6,0.02,0.01,0.62,0.155235327038813,0.0930078433527872,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1001.140000000001,0.4,0.38,trading_outer_02,edge_0_all_both_1
233,NYC,2026-04-25,KXHIGHNY-26APR25,KXHIGHNY-26APR25-B53.5,2026-04-25 13:00:00+00:00,2026-04-25 13:01:00+00:00,2026-05-02 14:00:00+00:00,2026-04-25 13:00:00+00:00,0.0,0.1724092753713346,BUY_YES,0.04,0.03,kalshi_candlestick,yes_ask_open,1.0,1,0.04,0.01,0.01,0.05,0.1224092753713346,0.0766575114919548,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1000.9200000000012,-0.04,-0.05,trading_outer_02,edge_0_all_both_1
236,NYC,2026-04-26,KXHIGHNY-26APR26,KXHIGHNY-26APR26-B51.5,2026-04-26 14:20:00+00:00,2026-04-26 14:21:00+00:00,2026-05-03 14:00:00+00:00,2026-04-26 14:00:00+00:00,20.0,0.069746210770669,BUY_YES,0.03,0.02,kalshi_candlestick,yes_ask_open,1.0,1,0.03,0.01,0.0099999999999999,0.04,0.029746210770669,0.0021161989467006,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1001.0600000000012,-0.03,-0.04,trading_outer_02,edge_0_all_both_1
240,NYC,2026-04-27,KXHIGHNY-26APR27,KXHIGHNY-26APR27-T62,2026-04-27 13:15:00+00:00,2026-04-27 13:16:00+00:00,2026-05-04 14:00:00+00:00,2026-04-27 13:00:00+00:00,15.0,0.1009599175689029,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,1,0.02,0.01,0.01,0.03,0.0709599175689029,0.0366498252795146,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1001.0600000000012,-0.02,-0.03,trading_outer_02,edge_0_all_both_1
242,NYC,2026-04-29,KXHIGHNY-26APR29,KXHIGHNY-26APR29-B58.5,2026-04-29 13:30:00+00:00,2026-04-29 13:31:00+00:00,2026-05-06 14:00:00+00:00,2026-04-29 13:00:00+00:00,30.0,0.0713351929653761,BUY_YES,0.03,0.02,kalshi_candlestick,yes_ask_open,1.0,1,0.03,0.01,0.0099999999999999,0.04,0.0313351929653761,0.0033281803062986,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1001.0600000000012,-0.03,-0.04,trading_outer_02,edge_0_all_both_1
243,NYC,2026-04-30,KXHIGHNY-26APR30,KXHIGHNY-26APR30-B65.5,2026-04-30 14:20:00+00:00,2026-04-30 14:21:00+00:00,2026-05-07 14:00:00+00:00,2026-04-30 14:00:00+00:00,20.0,0.1158639783590563,BUY_YES,0.04,0.03,kalshi_candlestick,yes_ask_open,1.0,1,0.04,0.01,0.01,0.05,0.0658639783590563,0.028800834989707,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1001.0600000000012,-0.04,-0.05,trading_outer_02,edge_0_all_both_1
246,NYC,2026-05-01,KXHIGHNY-26MAY01,KXHIGHNY-26MAY01-B68.5,2026-05-01 15:15:00+00:00,2026-05-01 15:16:00+00:00,2026-05-08 14:00:00+00:00,2026-05-01 15:00:00+00:00,15.0,0.0937872848909615,BUY_YES,0.04,0.03,kalshi_candlestick,yes_ask_open,1.0,1,0.04,0.01,0.01,0.05,0.0437872848909615,0.0108917394026823,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1000.5300000000012,-0.04,-0.05,trading_outer_02,edge_0_all_both_1
250,NYC,2026-05-02,KXHIGHNY-26MAY02,KXHIGHNY-26MAY02-B64.5,2026-05-02 15:45:00+00:00,2026-05-02 15:47:00+00:00,2026-05-09 14:00:00+00:00,2026-05-02 15:00:00+00:00,45.0,0.2149030194703461,BUY_YES,0.03,0.02,kalshi_candlestick,yes_ask_open,2.0,1,0.03,0.01,0.0099999999999999,0.04,0.1749030194703461,0.1239706487003414,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1001.5000000000014,-0.03,-0.04,trading_outer_02,edge_0_all_both_1
254,NYC,2026-05-03,KXHIGHNY-26MAY03,KXHIGHNY-26MAY03-B59.5,2026-05-03 19:45:00+00:00,2026-05-03 19:46:00+00:00,2026-05-10 14:00:00+00:00,2026-05-03 19:00:00+00:00,45.0,0.9551732684256397,BUY_YES,0.81,0.8,kalshi_candlestick,yes_ask_open,1.0,1,0.81,0.02,0.01,0.8300000000000001,0.1251732684256396,0.0872806358776013,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1002.5000000000014,0.1899999999999999,0.1699999999999999,trading_outer_02,edge_0_all_both_1
255,NYC,2026-05-08,KXHIGHNY-26MAY08,KXHIGHNY-26MAY08-B66.5,2026-05-08 13:30:00+00:00,2026-05-08 13:32:00+00:00,2026-05-15 14:00:00+00:00,2026-05-08 13:00:00+00:00,30.0,0.356873031172582,BUY_YES,0.0999999999999999,0.09,kalshi_candlestick,yes_ask_open,2.0,1,0.0999999999999999,0.01,0.0099999999999999,0.11,0.246873031172582,0.1841889211255568,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1001.3300000000016,-0.0999999999999999,-0.11,trading_outer_02,edge_0_all_both_1
258,NYC,2026-05-11,KXHIGHNY-26MAY11,KXHIGHNY-26MAY11-B64.5,2026-05-11 16:45:00+00:00,2026-05-11 16:46:00+00:00,2026-05-18 14:00:00+00:00,2026-05-11 16:00:00+00:00,45.0,0.287288910284823,BUY_YES,0.12,0.11,kalshi_candlestick,yes_ask_open,1.0,1,0.12,0.01,0.0099999999999999,0.13,0.157288910284823,0.0994470129438489,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1000.7300000000016,-0.12,-0.13,trading_outer_02,edge_0_all_both_1
262,NYC,2026-05-12,KXHIGHNY-26MAY12,KXHIGHNY-26MAY12-B68.5,2026-05-12 15:25:00+00:00,2026-05-12 15:26:00+00:00,2026-05-19 14:00:00+00:00,2026-05-12 15:00:00+00:00,25.0,0.1864892320215142,BUY_YES,0.0999999999999999,0.09,kalshi_candlestick,yes_ask_open,1.0,1,0.0999999999999999,0.01,0.0099999999999999,0.11,0.0764892320215142,0.0289125219837693,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1000.7300000000016,-0.0999999999999999,-0.11,trading_outer_02,edge_0_all_both_1
266,NYC,2026-05-14,KXHIGHNY-26MAY14,KXHIGHNY-26MAY14-B65.5,2026-05-14 14:15:00+00:00,2026-05-14 14:16:00+00:00,2026-05-21 14:00:00+00:00,2026-05-14 14:00:00+00:00,15.0,0.7066484743795037,BUY_YES,0.51,0.5,kalshi_candlestick,yes_ask_open,1.0,1,0.51,0.02,0.01,0.53,0.1766484743795037,0.1106443916562939,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1000.6600000000018,0.49,0.47,trading_outer_02,edge_0_all_both_1
268,NYC,2026-05-15,KXHIGHNY-26MAY15,KXHIGHNY-26MAY15-B69.5,2026-05-15 14:00:00+00:00,2026-05-15 14:01:00+00:00,2026-05-22 14:00:00+00:00,2026-05-15 14:00:00+00:00,0.0,0.3829651180845153,BUY_YES,0.0999999999999999,0.09,kalshi_candlestick,yes_ask_open,1.0,1,0.0999999999999999,0.01,0.0099999999999999,0.11,0.2729651180845153,0.2088564156047277,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1001.6600000000018,-0.0999999999999999,-0.11,trading_outer_02,edge_0_all_both_1
276,NYC,2026-05-16,KXHIGHNY-26MAY16,KXHIGHNY-26MAY16-B80.5,2026-05-16 20:15:00+00:00,2026-05-16 20:17:00+00:00,2026-05-23 14:00:00+00:00,2026-05-16 20:00:00+00:00,15.0,0.3375367730881786,BUY_YES,0.09,0.08,kalshi_candlestick,yes_ask_open,2.0,1,0.09,0.01,0.0099999999999999,0.0999999999999999,0.2375367730881786,0.1760411870143578,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1002.6600000000018,0.91,0.9,trading_outer_02,edge_0_all_both_1
277,NYC,2026-05-17,KXHIGHNY-26MAY17,KXHIGHNY-26MAY17-B85.5,2026-05-17 13:40:00+00:00,2026-05-17 13:41:00+00:00,2026-05-24 14:00:00+00:00,2026-05-17 13:00:00+00:00,40.0,0.2287540728677713,BUY_YES,0.14,0.13,kalshi_candlestick,yes_ask_open,1.0,1,0.14,0.01,0.01,0.15,0.0787540728677713,0.026329022772655,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1002.6600000000018,-0.14,-0.15,trading_outer_02,edge_0_all_both_1
279,NYC,2026-05-19,KXHIGHNY-26MAY19,KXHIGHNY-26MAY19-B93.5,2026-05-19 19:40:00+00:00,2026-05-19 19:41:00+00:00,2026-05-26 14:00:00+00:00,2026-05-19 19:00:00+00:00,40.0,0.9198492435215152,BUY_YES,0.85,0.84,kalshi_candlestick,yes_ask_open,1.0,1,0.85,0.01,0.01,0.86,0.0598492435215153,0.0142357972800478,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1004.6600000000018,0.15,0.14,trading_outer_02,edge_0_all_both_1
283,NYC,2026-05-20,KXHIGHNY-26MAY20,KXHIGHNY-26MAY20-T96,2026-05-20 13:05:00+00:00,2026-05-20 13:08:00+00:00,2026-05-27 14:00:00+00:00,2026-05-20 13:00:00+00:00,5.0,0.0708990091086074,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,3.0,1,0.02,0.01,0.01,0.03,0.0408990091086074,0.01299502221487,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1004.6600000000018,-0.02,-0.03,trading_outer_02,edge_0_all_both_1
