row_id,date,target_date,prediction_time,prediction_timestamp,location,event_ticker,forecast_high,bucket_count,mapping_status,weather_status,live_feature_status,no_trade_reason,day_of_year_sin,hour_sin,hour_cos,month,season,forecast_horizon_hours,current_temp,dew_point,cloud_cover_now,wind_speed,precipitation_now,temp_minus_dew_point,wind_dir_sin,wind_dir_cos,max_temp_so_far,temp_change_60m,temp_change_120m,temp_change_180m,temp_change_240m,temp_change_300m,temp_acceleration_60m,temp_change_60m_minus_3h_avg_rate,forecast_temp_current_hour,current_temp_minus_forecast_temp,forecast_max_so_far,max_so_far_minus_forecast_max_so_far,current_temp_minus_max_so_far,minutes_since_max_temp_so_far,hour_of_max_temp_so_far,max_so_far_minus_forecast_high,mean_temp_error_so_far,max_temp_error_so_far,num_new_highs_last_3h,area_under_temp_curve_so_far,near_boundary_duration_so_far,minutes_until_typical_peak
live:KXHIGHNY-26JUN04:2026-06-04T19:29:25.041094,2026-06-04,2026-06-04,2026-06-04 19:29:25.041094,2026-06-04 19:29:25.041094,NYC,KXHIGHNY-26JUN04,87.7,6,MAPPED,NO_TRADE,NO_TRADE,unverified_observed_high_window,0.4623829729035151,-0.9248505721852285,0.38033067077039096,6,2.0,-4.4902891927777775,80.06,51.08,0.0,3.3554034,,28.980000000000004,,,86.0,0.0,-2.8799999999999955,-1.980000000000004,-2.8799999999999955,-4.859999999999985,2.8799999999999955,0.6600000000000014,83.4,-3.3400000000000034,87.7,-2.7800000000000153,-5.939999999999998,338.4173515666667,13.0,-1.7000000000000028,,-1.7000000000000028,0.0,1338.39,19.0,-269.4173515666667
