run_id,status,feature_set,feature_count,distribution,hyperparams_name,n_estimators,learning_rate,max_depth,min_samples_leaf,minibatch_frac,natural_gradient,random_state,early_stopping_rounds,elapsed_seconds,error_message
current36__cauchy__standard_120_lr005_leaf50,success,current36,36,cauchy,standard_120_lr005_leaf50,120,0.05,2,50,1.0,True,11,20,19.474847899999077,
current36__student_t__standard_120_lr005_leaf50,failed,current36,36,student_t,standard_120_lr005_leaf50,120,0.05,2,50,1.0,True,11,20,8.16808200000014,ValueError: Input y contains NaN.
