run_id,feature_set,feature_count,distribution,hyperparams_name,sigma_factor,split,nll,bucket_log_loss,bucket_brier,mean_sigma,median_sigma
full_safe39__normal__standard_120_lr005_leaf50,full_safe39,39,normal,standard_120_lr005_leaf50,0.9,test,1.7853748994377725,1.1021190285407436,0.5423231783770469,1.0009798808463537,1.1982374520830668
full_safe39__normal__standard_120_lr005_leaf50,full_safe39,39,normal,standard_120_lr005_leaf50,1.0,validation,1.3240006497536272,0.9073088927403454,0.4744661566355791,1.0979739877480408,1.3321864104395869
full_safe39__normal__standard_120_lr005_leaf50,full_safe39,39,normal,standard_120_lr005_leaf50,1.0,test,1.6854943450897675,1.054841638291964,0.5330397421381265,1.1121998676070597,1.331374946758963
full_safe39__normal__standard_120_lr005_leaf50,full_safe39,39,normal,standard_120_lr005_leaf50,1.1,validation,1.3228795010543413,0.9021557918968913,0.4764717963935655,1.2077713865228448,1.4654050514835455
full_safe39__normal__standard_120_lr005_leaf50,full_safe39,39,normal,standard_120_lr005_leaf50,1.1,test,1.6289493443460632,1.0265169944421917,0.5270886466062037,1.223419854367766,1.4645124414348594
full_safe39__normal__standard_120_lr005_leaf50,full_safe39,39,normal,standard_120_lr005_leaf50,1.2,validation,1.3365469443276001,0.9058959267653488,0.48030544581708284,1.3175687852976485,1.5986236925275041
full_safe39__normal__standard_120_lr005_leaf50,full_safe39,39,normal,standard_120_lr005_leaf50,1.2,test,1.600462402797179,1.010960078131864,0.5237564479540917,1.3346398411284717,1.5976499361107557
full_safe39__normal__standard_120_lr005_leaf50,full_safe39,39,normal,standard_120_lr005_leaf50,1.3,validation,1.3595108252730632,0.9157350939974608,0.4854883339881977,1.427366184072453,1.7318423335714628
full_safe39__normal__standard_120_lr005_leaf50,full_safe39,39,normal,standard_120_lr005_leaf50,1.3,test,1.5906202600516246,1.0043906639444509,0.5224854309509042,1.4458598278891779,1.730787430786652
full_safe39__laplace__standard_120_lr005_leaf50,full_safe39,39,laplace,standard_120_lr005_leaf50,0.7,validation,1.1760135861084993,0.9497444188426614,0.4890567497113551,0.6311220097354235,0.8170960646899637
full_safe39__laplace__standard_120_lr005_leaf50,full_safe39,39,laplace,standard_120_lr005_leaf50,0.7,test,1.566698369341424,1.1373788330112098,0.5764673105426134,0.6422213303126214,0.8009700455564515
full_safe39__laplace__standard_120_lr005_leaf50,full_safe39,39,laplace,standard_120_lr005_leaf50,0.8,validation,1.1469451964948794,0.9225464583415857,0.4796742044028315,0.7212822968404841,0.9338240739313871
full_safe39__laplace__standard_120_lr005_leaf50,full_safe39,39,laplace,standard_120_lr005_leaf50,0.8,test,1.4974591934235306,1.0863734322218002,0.5590358674180091,0.7339672346429961,0.9153943377788017
full_safe39__laplace__standard_120_lr005_leaf50,full_safe39,39,laplace,standard_120_lr005_leaf50,0.9,validation,1.13826173485493,0.9083444551763068,0.47401946933306927,0.8114425839455446,1.0505520831728106
full_safe39__laplace__standard_120_lr005_leaf50,full_safe39,39,laplace,standard_120_lr005_leaf50,0.9,test,1.4575317868802573,1.052873862670485,0.5459998134271242,0.8257131389733706,1.0298186300011518
full_safe39__laplace__standard_120_lr005_leaf50,full_safe39,39,laplace,standard_120_lr005_leaf50,1.0,validation,1.1424490526756899,0.9028702943798323,0.47118525386316734,0.9016028710506051,1.167280092414234
full_safe39__laplace__standard_120_lr005_leaf50,full_safe39,39,laplace,standard_120_lr005_leaf50,1.0,test,1.4367239487783583,1.0313088943037392,0.5364094167711966,0.9174590433037451,1.1442429222235022
full_safe39__laplace__standard_120_lr005_leaf50,full_safe39,39,laplace,standard_120_lr005_leaf50,1.1,validation,1.154981161522415,0.9034298232080793,0.47049329037487914,0.9917631581556657,1.2840081016556573
full_safe39__laplace__standard_120_lr005_leaf50,full_safe39,39,laplace,standard_120_lr005_leaf50,1.1,test,1.4288054755065438,1.0181514480164504,0.5295349840906254,1.0092049476341198,1.2586672144458526
full_safe39__laplace__standard_120_lr005_leaf50,full_safe39,39,laplace,standard_120_lr005_leaf50,1.2,validation,1.173010812714045,0.908251172163822,0.47143602357747966,1.0819234452607263,1.4007361108970806
full_safe39__laplace__standard_120_lr005_leaf50,full_safe39,39,laplace,standard_120_lr005_leaf50,1.2,test,1.4297929749327247,1.0110705698034645,0.5248160016185337,1.100950851964494,1.3730915066682026
full_safe39__laplace__standard_120_lr005_leaf50,full_safe39,39,laplace,standard_120_lr005_leaf50,1.3,validation,1.1946843677892738,0.9161301379326068,0.47363166192166806,1.1720837323657864,1.517464120138504
full_safe39__laplace__standard_120_lr005_leaf50,full_safe39,39,laplace,standard_120_lr005_leaf50,1.3,test,1.4370462477448809,1.0084716052164424,0.5218197471796971,1.1926967562948685,1.487515798890553
current36_plus_forecast_high__normal__standard_120_lr005_leaf50,current36_plus_forecast_high,37,normal,standard_120_lr005_leaf50,0.7,validation,1.4948103688760292,1.028889772202797,0.4858497830834943,0.776765578524857,0.9398477992004924
current36_plus_forecast_high__normal__standard_120_lr005_leaf50,current36_plus_forecast_high,37,normal,standard_120_lr005_leaf50,0.7,test,2.101136437986418,1.2569268255407593,0.5670382300152935,0.788723429658451,0.9372107775840701
current36_plus_forecast_high__normal__standard_120_lr005_leaf50,current36_plus_forecast_high,37,normal,standard_120_lr005_leaf50,0.8,validation,1.3758983001319671,0.9598128827022415,0.4770305908485612,0.8877320897426937,1.0741117705148486
current36_plus_forecast_high__normal__standard_120_lr005_leaf50,current36_plus_forecast_high,37,normal,standard_120_lr005_leaf50,0.8,test,1.8509436631432779,1.1453539180513823,0.5485133067007599,0.9013982053239441,1.0710980315246519
current36_plus_forecast_high__normal__standard_120_lr005_leaf50,current36_plus_forecast_high,37,normal,standard_120_lr005_leaf50,0.9,validation,1.3206069297636343,0.9222623914153603,0.4729333369623496,0.9986986009605305,1.2083757418292047
current36_plus_forecast_high__normal__standard_120_lr005_leaf50,current36_plus_forecast_high,37,normal,standard_120_lr005_leaf50,0.9,test,1.705646672873272,1.075812831199011,0.5353865882409707,1.014072980989437,1.2049852854652332
current36_plus_forecast_high__normal__standard_120_lr005_leaf50,current36_plus_forecast_high,37,normal,standard_120_lr005_leaf50,1.0,validation,1.302168340876722,0.9046539927859982,0.47232356408226306,1.1096651121783672,1.3426397131435608
current36_plus_forecast_high__normal__standard_120_lr005_leaf50,current36_plus_forecast_high,37,normal,standard_120_lr005_leaf50,1.0,test,1.6228275935155163,1.0333478612330493,0.5265146785529718,1.12674775665493,1.3388725394058145
current36_plus_forecast_high__normal__standard_120_lr005_leaf50,current36_plus_forecast_high,37,normal,standard_120_lr005_leaf50,1.1,validation,1.305881184086614,0.9001371003247598,0.4742762208910451,1.2206316233962038,1.476903684457917
current36_plus_forecast_high__normal__standard_120_lr005_leaf50,current36_plus_forecast_high,37,normal,standard_120_lr005_leaf50,1.1,test,1.5789061547371945,1.0088280495778141,0.52097381864344,1.2394225323204233,1.472759793346396
current36_plus_forecast_high__normal__standard_120_lr005_leaf50,current36_plus_forecast_high,37,normal,standard_120_lr005_leaf50,1.2,validation,1.3232252746452933,0.9044348083128596,0.4781126589440226,1.3315981346140402,1.611167655772273
current36_plus_forecast_high__normal__standard_120_lr005_leaf50,current36_plus_forecast_high,37,normal,standard_120_lr005_leaf50,1.2,test,1.5600204673286469,0.9961160323157197,0.5180402171734837,1.3520973079859162,1.6066470472869776
current36_plus_forecast_high__normal__standard_120_lr005_leaf50,current36_plus_forecast_high,37,normal,standard_120_lr005_leaf50,1.3,validation,1.3490504517158903,0.9147670927033684,0.4833365170575402,1.4425646458318773,1.745431627086629
current36_plus_forecast_high__normal__standard_120_lr005_leaf50,current36_plus_forecast_high,37,normal,standard_120_lr005_leaf50,1.3,test,1.5576503579699,0.9918931188295862,0.517152750838391,1.4647720836514093,1.7405343012275591
current36_plus_forecast_high__laplace__standard_120_lr005_leaf50,current36_plus_forecast_high,37,laplace,standard_120_lr005_leaf50,0.7,validation,1.167843835796756,0.9596551306431071,0.49006048893381543,0.6469502248874115,0.8425391272067515
current36_plus_forecast_high__laplace__standard_120_lr005_leaf50,current36_plus_forecast_high,37,laplace,standard_120_lr005_leaf50,0.7,test,1.509854238216988,1.1107437702313498,0.5676637177102354,0.6598274860960806,0.8358925538785238
current36_plus_forecast_high__laplace__standard_120_lr005_leaf50,current36_plus_forecast_high,37,laplace,standard_120_lr005_leaf50,0.8,validation,1.1434439966223455,0.9325166368164007,0.4806705542957538,0.7393716855856131,0.9629018596648591
current36_plus_forecast_high__laplace__standard_120_lr005_leaf50,current36_plus_forecast_high,37,laplace,standard_120_lr005_leaf50,0.8,test,1.4514142791130655,1.0641628655728543,0.5505721513929075,0.7540885555383778,0.95530577586117
current36_plus_forecast_high__laplace__standard_120_lr005_leaf50,current36_plus_forecast_high,37,laplace,standard_120_lr005_leaf50,0.9,validation,1.1383916297684473,0.9184703410434467,0.4751236314350873,0.8317931462838147,1.0832645921229664
current36_plus_forecast_high__laplace__standard_120_lr005_leaf50,current36_plus_forecast_high,37,laplace,standard_120_lr005_leaf50,0.9,test,1.4198862634251028,1.0342385218830537,0.5380063653262076,0.8483496249806751,1.0747189978438163
current36_plus_forecast_high__laplace__standard_120_lr005_leaf50,current36_plus_forecast_high,37,laplace,standard_120_lr005_leaf50,1.0,validation,1.1454838234180487,0.9132055419853858,0.4724648770533421,0.9242146069820164,1.2036273245810736
current36_plus_forecast_high__laplace__standard_120_lr005_leaf50,current36_plus_forecast_high,37,laplace,standard_120_lr005_leaf50,1.0,test,1.4057979380074523,1.015638641805856,0.5289582345600342,0.9426106944229723,1.1941322198264626
current36_plus_forecast_high__laplace__standard_120_lr005_leaf50,current36_plus_forecast_high,37,laplace,standard_120_lr005_leaf50,1.1,validation,1.160392648852008,0.9140036477431804,0.47198600520729184,1.016636067680218,1.3239900570391812
current36_plus_forecast_high__laplace__standard_120_lr005_leaf50,current36_plus_forecast_high,37,laplace,standard_120_lr005_leaf50,1.1,test,1.4033772478409323,1.0049905289421983,0.5226605518045878,1.0368717638652696,1.3135454418091088
current36_plus_forecast_high__laplace__standard_120_lr005_leaf50,current36_plus_forecast_high,37,laplace,standard_120_lr005_leaf50,1.2,validation,1.1804028971996658,0.9190782381031061,0.47316055032964005,1.1090575283784194,1.4443527894972883
current36_plus_forecast_high__laplace__standard_120_lr005_leaf50,current36_plus_forecast_high,37,laplace,standard_120_lr005_leaf50,1.2,test,1.4089462331881912,1.0000678194693453,0.5185287920114257,1.1311328333075668,1.432958663791755
current36_plus_forecast_high__laplace__standard_120_lr005_leaf50,current36_plus_forecast_high,37,laplace,standard_120_lr005_leaf50,1.3,validation,1.2037523421761493,0.9272162160232377,0.4755948860327794,1.2014789890766213,1.5647155219553959
current36_plus_forecast_high__laplace__standard_120_lr005_leaf50,current36_plus_forecast_high,37,laplace,standard_120_lr005_leaf50,1.3,test,1.4200761479335682,0.9993495323733897,0.5161150358571928,1.225393902749864,1.5523718857744013
current36_plus_day_of_year_cos__normal__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,normal,standard_120_lr005_leaf50,0.7,validation,1.4737288738977892,1.0192054611475536,0.47774055153537576,0.7716065126851177,0.941802504359702
current36_plus_day_of_year_cos__normal__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,normal,standard_120_lr005_leaf50,0.7,test,2.0448904241266948,1.2359774538700086,0.5545027851608665,0.7834190830905707,0.93805574067024
current36_plus_day_of_year_cos__normal__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,normal,standard_120_lr005_leaf50,0.8,validation,1.3556332718128434,0.9508109508675143,0.46951011115212155,0.8818360144972774,1.076345719268231
current36_plus_day_of_year_cos__normal__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,normal,standard_120_lr005_leaf50,0.8,test,1.803846126132784,1.127337569915494,0.5372574058787125,0.8953360949606524,1.0720637036231315
current36_plus_day_of_year_cos__normal__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,normal,standard_120_lr005_leaf50,0.9,validation,1.3009016682980443,0.9137290342889927,0.4659042178700112,0.992065516309437,1.2108889341767601
current36_plus_day_of_year_cos__normal__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,normal,standard_120_lr005_leaf50,0.9,test,1.6648213014721676,1.0598962004944252,0.5251826699633098,1.0072531068307338,1.206071666576023
current36_plus_day_of_year_cos__normal__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,normal,standard_120_lr005_leaf50,1.0,validation,1.2828634773487186,0.8964365697439381,0.4657080176411728,1.1022950181215967,1.3454321490852887
current36_plus_day_of_year_cos__normal__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,normal,standard_120_lr005_leaf50,1.0,test,1.5864886652797163,1.0189770517585357,0.5171890787399559,1.1191701187008154,1.3400796295289144
current36_plus_day_of_year_cos__normal__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,normal,standard_120_lr005_leaf50,1.1,validation,1.2868725697503616,0.8921236945402529,0.46800845150484044,1.2125245199337564,1.4799753639938178
current36_plus_day_of_year_cos__normal__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,normal,standard_120_lr005_leaf50,1.1,test,1.5458866870599777,0.9956194872750007,0.5123876986560167,1.231087130570897,1.474087592481806
current36_plus_day_of_year_cos__normal__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,normal,standard_120_lr005_leaf50,1.2,validation,1.3044419821149358,0.8965426736165506,0.4721349706413517,1.322754021745916,1.6145185789023466
current36_plus_day_of_year_cos__normal__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,normal,standard_120_lr005_leaf50,1.2,test,1.5295257216371252,0.9839293791879161,0.5100777202364539,1.3430041424409784,1.6080955554346972
current36_plus_day_of_year_cos__normal__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,normal,standard_120_lr005_leaf50,1.3,validation,1.3304425125333155,0.906934870153283,0.4775973771771159,1.4329835235580761,1.7490617938108755
current36_plus_day_of_year_cos__normal__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,normal,standard_120_lr005_leaf50,1.3,test,1.5291204396534046,0.9804013634755504,0.5097145774871484,1.45492115431106,1.7421035183875888
current36_plus_day_of_year_cos__laplace__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,laplace,standard_120_lr005_leaf50,0.7,validation,1.162515025433619,0.9593373000070257,0.49045458177969176,0.6469391530499294,0.845341292473419
current36_plus_day_of_year_cos__laplace__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,laplace,standard_120_lr005_leaf50,0.7,test,1.4929124144844332,1.1045911993453525,0.5666724544555266,0.6605863129076227,0.8352008541167142
current36_plus_day_of_year_cos__laplace__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,laplace,standard_120_lr005_leaf50,0.8,validation,1.1382909708158278,0.932180125521409,0.48090451633506626,0.7393590320570623,0.9661043342553362
current36_plus_day_of_year_cos__laplace__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,laplace,standard_120_lr005_leaf50,0.8,test,1.4363028386652577,1.0588031721615214,0.5495123869366041,0.7549557861801404,0.9545152618476735
current36_plus_day_of_year_cos__laplace__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,laplace,standard_120_lr005_leaf50,0.9,validation,1.1333753252837448,0.9181183792185995,0.4752323275176631,0.8317789110641951,1.0868673760372531
current36_plus_day_of_year_cos__laplace__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,laplace,standard_120_lr005_leaf50,0.9,test,1.4061984544209871,1.0295019485466486,0.5369113514885578,0.8493252594526578,1.0738296695786327
current36_plus_day_of_year_cos__laplace__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,laplace,standard_120_lr005_leaf50,1.0,validation,1.1405768959907978,0.9128391758231298,0.4724731265994671,0.9241987900713279,1.2076304178191701
current36_plus_day_of_year_cos__laplace__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,laplace,standard_120_lr005_leaf50,1.0,test,1.3932490341582902,1.011403761394617,0.5278508855380641,0.9436947327251756,1.1931440773095918
current36_plus_day_of_year_cos__laplace__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,laplace,standard_120_lr005_leaf50,1.1,validation,1.1555752117444902,0.9136228441751505,0.47191190322017174,1.0166186690784607,1.3283934596010873
current36_plus_day_of_year_cos__laplace__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,laplace,standard_120_lr005_leaf50,1.1,test,1.3917601754821871,1.001167357538247,0.5215561585142139,1.038064205997693,1.3124584850405512
current36_plus_day_of_year_cos__laplace__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,laplace,standard_120_lr005_leaf50,1.2,validation,1.1756600353585926,0.9186824458904046,0.47301759489976936,1.1090385480855933,1.4491565013830041
current36_plus_day_of_year_cos__laplace__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,laplace,standard_120_lr005_leaf50,1.2,test,1.3981056870714599,0.9965877558552297,0.517437214758812,1.1324336792702105,1.43177289277151
current36_plus_day_of_year_cos__laplace__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,laplace,standard_120_lr005_leaf50,1.3,validation,1.1990725824836064,0.9268046589384213,0.47539335833304414,1.2014584270927264,1.5699195431649213
current36_plus_day_of_year_cos__laplace__standard_120_lr005_leaf50,current36_plus_day_of_year_cos,37,laplace,standard_120_lr005_leaf50,1.3,test,1.4098926624831556,0.9961590415096625,0.5150423482866495,1.226803152542728,1.5510873005024695
current36_plus_temp_range_so_far__normal__standard_120_lr005_leaf50,current36_plus_temp_range_so_far,37,normal,standard_120_lr005_leaf50,0.7,validation,1.5277834139701167,1.031459647024947,0.4847533607051455,0.7674843352291838,0.9315021862015757
current36_plus_temp_range_so_far__normal__standard_120_lr005_leaf50,current36_plus_temp_range_so_far,37,normal,standard_120_lr005_leaf50,0.7,test,2.2067363026607834,1.2870977197298505,0.5704932704991243,0.7809216370340458,0.9325534119717315
current36_plus_temp_range_so_far__normal__standard_120_lr005_leaf50,current36_plus_temp_range_so_far,37,normal,standard_120_lr005_leaf50,0.8,validation,1.3982600168231427,0.961168014530224,0.476321570650792,0.8771249545476386,1.0645739270875152
current36_plus_temp_range_so_far__normal__standard_120_lr005_leaf50,current36_plus_temp_range_so_far,37,normal,standard_120_lr005_leaf50,0.8,test,1.9291895666360288,1.168792056170106,0.552051285194278,0.8924818708960524,1.0657753279676931
current36_plus_temp_range_so_far__normal__standard_120_lr005_leaf50,current36_plus_temp_range_so_far,37,normal,standard_120_lr005_leaf50,0.9,validation,1.3356935546361879,0.9226740672301311,0.4724425610655738,0.9867655738660934,1.1976456679734546
current36_plus_temp_range_so_far__normal__standard_120_lr005_leaf50,current36_plus_temp_range_so_far,37,normal,standard_120_lr005_leaf50,0.9,test,1.7651387906341012,1.0947344295001915,0.5388748518772546,1.0040421047580588,1.198997243963655
current36_plus_temp_range_so_far__normal__standard_120_lr005_leaf50,current36_plus_temp_range_so_far,37,normal,standard_120_lr005_leaf50,1.0,validation,1.312051135366073,0.9042821488195658,0.4719442695610457,1.0964061931845483,1.3307174088593938
current36_plus_temp_range_so_far__normal__standard_120_lr005_leaf50,current36_plus_temp_range_so_far,37,normal,standard_120_lr005_leaf50,1.0,test,1.6689052386586887,1.0486305584531317,0.529877496434935,1.1156023386200653,1.3322191599596165
current36_plus_temp_range_so_far__normal__standard_120_lr005_leaf50,current36_plus_temp_range_so_far,37,normal,standard_120_lr005_leaf50,1.1,validation,1.3119137326073584,0.8990877487232667,0.4739404893127671,1.2060468125030033,1.4637891497453335
current36_plus_temp_range_so_far__normal__standard_120_lr005_leaf50,current36_plus_temp_range_so_far,37,normal,standard_120_lr005_leaf50,1.1,test,1.6150586072215434,1.0213182060348658,0.5241702167069212,1.227162572482072,1.4654410759555783
current36_plus_temp_range_so_far__normal__standard_120_lr005_leaf50,current36_plus_temp_range_so_far,37,normal,standard_120_lr005_leaf50,1.2,validation,1.3263293953459991,0.902787463450923,0.477775142710523,1.315687431821458,1.5968608906312727
current36_plus_temp_range_so_far__normal__standard_120_lr005_leaf50,current36_plus_temp_range_so_far,37,normal,standard_120_lr005_leaf50,1.2,test,1.5886239968251346,1.0066135279360902,0.5210480614304013,1.3387228063440784,1.5986629919515398
current36_plus_temp_range_so_far__normal__standard_120_lr005_leaf50,current36_plus_temp_range_so_far,37,normal,standard_120_lr005_leaf50,1.3,validation,1.349875566973937,0.9125875480866653,0.4829648487736266,1.425328051139913,1.729932631517212
current36_plus_temp_range_so_far__normal__standard_120_lr005_leaf50,current36_plus_temp_range_so_far,37,normal,standard_120_lr005_leaf50,1.3,test,1.5803790503070667,1.000591326600553,0.5199598325890924,1.450283040206085,1.7318849079475014
current36_plus_temp_range_so_far__laplace__standard_120_lr005_leaf50,current36_plus_temp_range_so_far,37,laplace,standard_120_lr005_leaf50,0.7,validation,1.185306107505384,0.9514506240524117,0.48933129530472297,0.6376999699965,0.8238597525572929
current36_plus_temp_range_so_far__laplace__standard_120_lr005_leaf50,current36_plus_temp_range_so_far,37,laplace,standard_120_lr005_leaf50,0.7,test,1.5628853469558008,1.1322440987114475,0.574201057209798,0.6496937293352184,0.8037164419986198
current36_plus_temp_range_so_far__laplace__standard_120_lr005_leaf50,current36_plus_temp_range_so_far,37,laplace,standard_120_lr005_leaf50,0.8,validation,1.1583251529809961,0.9247299406083591,0.4799883138470372,0.7287999657102858,0.9415540029226206
